gene_upper	bulk_log2FC	bulk_FDR	pseudobulk_logFC	pseudobulk_FDR	CellType	both_fdr05	core_gene	locked33
2310057M21RIK	-0.0701133745744424	0.664446505796453	0.536104473646033	0.0702260981357168	Cap	False	False	False
2310061I04RIK	0.0542833284171187	0.721672603271758	1.04689659519815	0.0004996035091986	Cap	False	False	False
2410002F23RIK	0.100626351823381	0.298041156218225	0.198122871276916	0.428140141045493	Cap	False	False	False
2410004B18RIK	-0.25875751494155	0.0095216219649624	-0.168839238047039	0.45134498959867	Cap	False	False	False
2410015M20RIK	-0.134667805893133	0.306686020575135	0.202623843566866	0.160908832520927	Cap	False	False	False
2510002D24RIK	-0.209141697948839	0.336616369423748	-1.07633164313671	0.0001104095836336	Cap	False	False	False
2510009E07RIK	0.0764926623854276	0.283659412442755	-0.358543785315137	0.0406700192273895	Cap	False	False	False
2510039O18RIK	0.148636955825542	0.0969419209125456	-0.0254397043909597	0.904114824870884	Cap	False	False	False
2610001J05RIK	0.333119348461051	0.0013759785620623	0.495266662590202	0.012829969304225	Cap	True	False	False
2610002M06RIK	-0.123852337645827	0.23066289893883	-0.335453550242917	0.190771524440669	Cap	False	False	False
2610008E11RIK	0.890414442760148	1.0166637221972201e-20	1.06324957734035	5.57566096846575e-06	Cap	True	False	False
2610037D02RIK	0.0562192022943309	0.902357209109004	-0.846663812874939	0.0001396926097684	Cap	False	False	False
2610044O15RIK8	-0.260290328906212	0.0690186335840143	-0.495508451225626	0.104745517885256	Cap	False	False	False
2610507B11RIK	0.0604164302170547	0.438793271437299	-0.151417224150729	0.375295142879065	Cap	False	False	False
2610524H06RIK	0.410910753007227	0.17347539312358	1.06876483327597	0.0018787072411989	Cap	False	False	False
2700046A07RIK	0.340109612637447	0.0151538777532009	0.657099316469246	0.0081136418326537	Cap	True	False	False
2700062C07RIK	0.14688273903954	0.565671144369718	0.476732837573552	0.186731333730739	Cap	False	False	False
2700081O15RIK	-0.538518346529144	1.10009864811586e-13	-1.2777242396424	5.63929317547297e-06	Cap	True	False	False
2810001G20RIK	-0.812030243563395	5.17851955336311e-06	-0.81887885513367	0.0062471665845154	Cap	True	False	False
2810004N23RIK	-0.0638206516552974	0.623370345464797	0.322469173085066	0.161969275082525	Cap	False	False	False
2810006K23RIK	-0.195980192398138	0.291547062415984	0.603918601405904	0.0315909382078063	Cap	False	False	False
2810402E24RIK	-0.122578027895759	0.655586657819339	0.0442233210832697	0.909816784784676	Cap	False	False	False
2900026A02RIK	-0.0034730467753408	0.97908264272661	-0.359867990551693	0.0144658898445183	Cap	False	False	False
2900097C17RIK	0.189962754128573	0.0185097878484311	-0.262542297472932	0.0648921499798173	Cap	False	False	False
3010003L21RIK	-0.0558385085960171	0.90082115219229	-0.782735195243321	0.063601226776857	Cap	False	False	False
3110040N11RIK	0.0691863610172158	0.752086719025495	0.352133206339299	0.408849240454619	Cap	False	False	False
3110082I17RIK	0.131090884117069	0.446795023521151	-0.726256585792482	0.0483178810990282	Cap	False	False	False
3830406C13RIK	-0.28445682237085	0.0296531478283138	-0.47383354689235	0.0368841659680197	Cap	True	False	False
4632415L05RIK	-0.439775355995425	0.0024025977281749	-1.17496962573403	0.0008083799630356	Cap	True	False	False
