tf	median_ulm_score	mean_abs_ulm_score	significant_contrasts	direction_consistency	median_fdr	n_targets	median_beta	median_rescue_198	median_rescue_33	positive_rescue_contrasts_33	suggested_intervention	priority_score	external_JCI_hyperoxia_vs_room_air_ulm	external_JCI_hyperoxia_vs_room_air_fdr	external_JCI_p53_EC_deletion_vs_control_hyperoxia_ulm	external_JCI_p53_EC_deletion_vs_control_hyperoxia_fdr	external_JCI_p53_null_vs_control_hyperoxia_ulm	external_JCI_p53_null_vs_control_hyperoxia_fdr	external_hyperoxia_direction_match	network_evidence_class
Zic1	9.171868628269308	9.141705426664908	6	1.0	2.6897179842572388e-15	15	0.1566938618230888	0.024624416982136188	0.040183932447043824	6	inhibit	0.7346993466317532	2.815009983992511	0.018707141280174255	2.5366503739100263	0.10538838803768158	-0.691952309024298	0.7588543891906738	True	screening_only
Npm1	7.795741297372677	6.837124768760105	6	1.0	9.863107191536495e-11	12	0.15140127988076962	0.023016415284293767	0.03779806723425716	6	inhibit	0.5168602033971987							False	screening_only
Skil	-6.628495349021344	6.41999002102887	6	1.0	1.2381256166149601e-08	19	-0.09895921717804529	0.014608837666779562	0.021162036387333993	6	activate	0.2717201248626681	-3.325053041104741	0.004565736744552851	-0.04472864286117754	0.9843567609786987	0.4096071367590311	0.8500482439994812	True	screening_only
Tgfb1i1	6.156181333625427	6.189614841763418	6	1.0	5.696841061664237e-07	12	0.1475898825814819	0.013248738264047877	0.021931269163714906	6	inhibit	0.2714922182288763							False	screening_only
Ing4	5.966625833586438	5.491583041121267	5	1.0	6.439536699431869e-07	14	0.07598099048966755	0.01842512445886063	0.026388503608282654	6	inhibit	0.2656768746423227							False	screening_only
Id3	6.375793227411297	6.248068385992073	6	1.0	1.788023262783156e-08	38	0.07835773440497279	0.015597209479321417	0.020407762427456788	6	inhibit	0.2550181905036592	3.7745686233654228	0.0012356200022622943	2.2455917275479202	0.1834287792444229	-1.132914162681174	0.5973057150840759	True	screening_only
Pou4f2	7.162845021457283	6.19418061254958	6	1.0	2.52318075504368e-10	29	0.08698862477962233	0.011021892064545125	0.02025872240682297	6	inhibit	0.25097237113473325	2.5104297805178155	0.0385819636285305	2.618136167712527	0.0910767912864685	-0.056128823560124844	0.9878000617027283	True	screening_only
Sp2	5.6581430584433985	5.7654687719612125	6	1.0	6.012971793478705e-06	24	0.08271987475513462	0.013068092337711334	0.020671081404146863	6	inhibit	0.23835694863655374	3.222009642381706	0.006184558384120464	-0.1565725289528504	0.9477235078811646	-2.162510499907357	0.2344072163105011	True	screening_only
Meis1	5.664546926063065	5.479492689117415	6	1.0	5.754962487447557e-06	24	0.08588914985776237	0.013344436598109632	0.02166619816076687	6	inhibit	0.2374395488457825							False	screening_only
Tgif1	-4.520294149360982	5.380171391078519	6	1.0	0.00010972191557812039	11	-0.1259585915132398	0.014178791901006405	0.019350323055279228	6	activate	0.20821610902028076							False	screening_only
Esrrb	4.888039296413297	4.936507128660366	5	1.0	0.00012156159243659204	10	0.10217239719308131	0.01581360856781494	0.0229047928712523	6	inhibit	0.20729440103061453							False	screening_only
Ppargc1a	5.371635101426529	5.463973504816411	6	1.0	3.939056639978844e-06	29	0.07013926596033726	0.011174897395417549	0.017627576483390694	6	inhibit	0.1926332217187432	1.396696863773692	0.275656521320343	3.7470721511745744	0.0068374634720385075	-0.9577498532967882	0.6601270437240601	True	screening_only
Foxg1	-5.754896045297452	5.888918515876457	6	1.0	8.407730698323235e-07	17	-0.10943601702362836	0.011652885613862518	0.01553796624857301	6	activate	0.18300363428057012							False	screening_only
Nr2e1	-5.130238988905605	5.782175185614375	6	1.0	1.7681716542483628e-05	17	-0.10216370910380362	0.011209030030222666	0.015572749157313881	6	activate	0.180088727498435							False	screening_only
Tbx1	-4.708011157580021	5.146120761360685	6	1.0	4.792670461029047e-05	13	-0.10096596084813005	0.012354980864131615	0.017243339400147495	6	activate	0.17747261376457546							False	screening_only
Hipk2	4.804816032878027	4.459492512241622	5	1.0	0.0002320362103773732	10	0.07952807943434992	0.014706111880205486	0.02139019978855644	6	inhibit	0.17488063228610293							False	screening_only
Hic1	-4.7817043994044415	4.945476433339095	6	1.0	0.00015596128326933467	21	-0.08033743808305915	0.010608857718038822	0.015847110017504107	6	activate	0.15674301825619688	-3.710309941187607	0.0014423804823309183	0.023358677990812676	0.9843567609786987	0.13529328752898281	0.9803820848464966	True	screening_only
Patz1	4.407587703439013	4.532366698205258	6	1.0	0.0014860673427392612	11	0.10112917760021842	0.010509821837330457	0.016835836471472798	6	inhibit	0.15261236911946566							False	screening_only
Klf7	4.840646068028926	4.254624540994253	5	1.0	4.710156508735963e-05	11	0.07067730898057847	0.010079991586026904	0.01759614471079468	6	inhibit	0.13725248004129434							False	screening_only
Pml	5.170898317358301	4.1848489760669905	4	1.0	4.043484523208463e-06	19	0.0523578165832151	0.01430622866227238	0.01966317121723482	6	inhibit	0.1371456698911251	1.6200019202010685	0.19783218204975128	0.5955352616848822	0.8557642102241516	-3.026595975492285	0.05102488771080971	True	screening_only
Nfix	-4.721187037853302	5.044942041427055	6	1.0	5.992383921693545e-05	25	-0.07585063061973793	0.009369653608224504	0.0135353070207605	6	activate	0.13656967886531488	-4.176394892254524	0.00036488179466687143	0.20517581294650186	0.9410383701324463	2.9551512107197753	0.05729473754763603	True	screening_only
Tcf21	-4.5452289218559	4.404224089085779	6	1.0	0.00012560275354189798	15	-0.07551329554937133	0.009184761125758778	0.014685695672151167	6	activate	0.12935818928854187							False	screening_only
Cebpz	4.276539796181347	4.742880513899212	6	1.0	0.00018432610522722825	19	0.07557767589896512	0.009400510997808975	0.013262883912504075	6	inhibit	0.12580854733344582							False	screening_only
Dlx2	-4.496665408063999	4.595686115744574	6	1.0	9.269703150494024e-05	20	-0.07059016937543151	0.008839597203406713	0.013321262708397286	6	activate	0.12244068414633472							False	screening_only
Bhlha15	4.783269275749132	4.695755774271536	5	1.0	8.596428642704268e-05	18	0.06378518442556733	0.01016993399480326	0.014163435034528604	6	inhibit	0.12193139171933036							False	screening_only
Nr4a3	5.017473250343855	4.793066004362086	5	1.0	7.418277164106257e-06	38	0.058498695687059905	0.009921824029042403	0.013578501047657454	6	inhibit	0.1193181948964902	2.3289204911765338	0.05690021067857742	-0.47408334217695697	0.8794050216674805	-1.3566623348634725	0.5165683627128601	True	screening_only
Zbtb4	-3.847566180701435	5.157066867659399	5	1.0	0.009722699675876356	13	-0.11385374757696434	0.007379689070305839	0.011814801492741944	6	activate	0.11170448909801921							False	screening_only
Myf6	-3.6334956410110277	4.131186296507408	5	1.0	0.0036453169595915824	14	-0.06275010542386159	0.009426339877416978	0.01347729453815183	6	activate	0.10207489326834614							False	screening_only
Sp4	4.070310574060898	4.498214819238324	5	1.0	0.00029714925040025264	48	0.046141316147021966	0.007083453909716597	0.010778920919089996	6	inhibit	0.0888908199916891	2.929267441733495	0.013840870000422001	-0.24295617504368616	0.9410383701324463	-1.990407415337542	0.30049648880958557	True	screening_only
Zfp148	4.219384015946005	3.74708511946366	4	1.0	0.0005817653436679393	29	0.03886713667123823	0.008557375920150101	0.014065404545167859	6	inhibit	0.08784044678405835	2.7661982249867765	0.021498393267393112	0.4127614698149773	0.898200273513794	-1.7111339183004441	0.3770376443862915	True	screening_only
Trerf1	3.4428836084270165	3.715737006567736	5	1.0	0.004430564702488482	16	0.05942245948972413	0.009216862711963536	0.012821003443626744	6	inhibit	0.0873390410874965							False	screening_only
Nr1d1	-4.043063492276966	4.30712765662751	6	1.0	0.0005101968781673349	24	-0.07006594759409317	0.007493142889236415	0.010103125354035736	6	activate	0.08703090126148384							False	screening_only
Barx2	5.234025982740915	5.357923148821166	6	1.0	0.00016868010449577753	16	0.07304002744687779	0.010312764783156958	0.008059480815314712	6	inhibit	0.08636415765570955							False	screening_only
Vhl	6.359809110510813	6.145443025226359	5	1.0	3.9614903024620673e-08	24	0.07462913245479857	0.005024225121458892	0.007527385319328617	6	inhibit	0.08480838228290878	0.9571713757764331	0.4615877866744995	-0.6605047198513804	0.8557642102241516	-1.1098893080722017	0.5990869402885437	True	screening_only
Klf10	4.732638509011799	4.486249824352402	5	1.0	0.0004476563698148084	30	0.06021983775148269	0.006804774445467565	0.009898221212268632	6	inhibit	0.08141080415405919	4.342955755690622	0.00018968884251080453	0.5327248113616567	0.8636234402656555	-1.1085082695341126	0.5990869402885437	True	screening_only
Hoxb13	-5.131265567578248	4.229826155094816	5	1.0	7.671586104152084e-06	11	-0.08124393949245187	0.005590715763100884	0.010396618849267847	6	activate	0.08062246561083901							False	screening_only
Bcl11b	-4.455022657620081	4.114964399281171	6	1.0	0.00013056082752882503	25	-0.05964793444132638	0.006622862502797255	0.009590405525856827	6	activate	0.07892835462714053	-1.8210402413987492	0.14256608486175537	-0.03046271430267869	0.9843567609786987	1.5746022704229148	0.4067839980125427	True	screening_only
Kcnip3	3.61838902858378	3.7243307258947467	5	1.0	0.0018819968099705875	16	0.05572589165861305	0.008288939173341114	0.011482372575850552	6	inhibit	0.0784009471490876							False	screening_only
Dmtf1	5.118293912444321	4.931053102763408	4	0.8333333333333334	3.095387718587972e-05	19	0.099296314748447	0.006622139502145186	0.011334270704442428	5	inhibit	0.07762484822875171							False	screening_only
Dmtf1l	5.118293912444321	4.931053102763408	4	0.8333333333333334	3.095387718587972e-05	19	0.099296314748447	0.006622139502145186	0.011334270704442428	5	inhibit	0.07762484822875171							False	screening_only
Kat2b	3.190296263401547	3.6747799226259468	4	1.0	0.01085892622359097	15	0.06343193190980916	0.007332641274641061	0.01036602184400165	6	inhibit	0.06348808158306542							False	screening_only
Esrrg	3.8287897061928837	3.992716289562518	5	1.0	0.0015510603188886307	25	0.05798894469458464	0.005355189020129436	0.008460423923748128	6	inhibit	0.06193013276441492							False	screening_only
Hdac4	-3.5077131181374757	3.333396150651255	5	1.0	0.006057460501324385	23	-0.04715965188105063	0.006320579678450899	0.009940095629817902	6	activate	0.060746173600823995							False	screening_only
Kdm5b	3.366344944459757	3.4033178946975973	4	1.0	0.006093465955927968	34	0.045324020133130465	0.007121679039237772	0.010579471743132729	6	inhibit	0.06000884249975199	2.0278678898007585	0.09871910512447357	0.9352548938882136	0.7817966938018799	-1.2356243401540534	0.5589539408683777	True	screening_only
Hoxa1	5.910472591731194	5.35547409288898	5	1.0	1.9682178087343516e-07	28	0.0660156857260992	0.0038312567923611263	0.004966185268180656	6	inhibit	0.04875984033108543	3.1781545917891747	0.006993809714913368	2.6561518399403314	0.08939037472009659	1.4337094443852278	0.47531405091285706	True	screening_only
Zbtb7a	-3.394511675161307	3.3003203049456604	5	1.0	0.006207635859027505	37	-0.03381137293371534	0.00506646967387786	0.007832631233458398	6	activate	0.04739201848504626	-0.9045172881759367	0.48188793659210205	-1.6330036926547167	0.43799421191215515	1.1196165315635824	0.5973057150840759	True	screening_only
Nfib	3.6554346824489707	3.12909392768387	4	1.0	0.003000522017828189	24	0.03727839626197344	0.0061170885141123565	0.008880405263269497	6	inhibit	0.046312703641114096	0.37964050334837507	0.769731879234314	-0.6659777207400246	0.8557642102241516	-1.6459074250713757	0.3853083550930023	True	screening_only
Stat3	5.3797232889673126	3.9765584619655043	4	0.6666666666666666	1.5200790687508459e-05	411	0.016576318364120383	0.0058657527475640125	0.009393978620737486	4	inhibit	0.04150633908424076	3.8720231733253407	0.0009422614239156246	1.1308962204628408	0.7077397704124451	0.5867223611587422	0.7845775485038757	True	screening_only
Kdm5a	3.2525562791042546	2.889752567498014	4	1.0	0.008650019997730851	22	0.04208373382113955	0.005953634269725672	0.008375422499116936	6	inhibit	0.04033816445117299							False	screening_only
Klf9	2.602913597767624	3.0873444999225685	5	1.0	0.03223571367561817	25	0.041419439078581574	0.0049368686661389605	0.007070418657450395	6	inhibit	0.04001949994942054	2.8477319143983415	0.017088299617171288	2.2704185395143845	0.1834287792444229	-0.04052113100811164	0.9878000617027283	True	screening_only
Irf5	2.9087638387993513	2.8520096447616967	4	1.0	0.02213690709322691	28	0.03466171068385486	0.005205692568244824	0.007966145036377714	6	inhibit	0.037865870792199594							False	screening_only
Trps1	3.8666596802666713	3.619892252923531	4	1.0	0.002554828672145959	18	0.04890549219472899	0.0040249896486356795	0.006218419910914874	6	inhibit	0.03751668343491031	1.7770009658830224	0.15546837449073792	0.4790119357627503	0.8794050216674805	0.5424361932590203	0.7955795526504517	True	screening_only
Grhl3	3.6400776778995745	3.134507273519874	4	1.0	0.004473106615478173	29	0.03306757555128194	0.004266364611047235	0.006966912391374647	6	inhibit	0.03639639594123261	-1.563914274687379	0.21666023135185242	0.4932399852498094	0.8794050216674805	0.592277872902425	0.7845775485038757	False	screening_only
Spdef	2.787747271000563	2.6203978360745768	4	1.0	0.023417547810822725	18	0.04129267864255384	0.005923476190996035	0.008194924214098342	6	inhibit	0.03578993612903074							False	screening_only
Zbtb17	-3.517561250789784	3.432834972331007	5	1.0	0.006047258037142456	44	-0.03368813821731687	0.003242390360103098	0.005107139814862327	6	activate	0.032141941635913086	-1.5236365313486275	0.22947439551353455	0.12825753830967	0.9654414057731628	2.187973787447257	0.2344072163105011	True	screening_only
Tbpl1	2.7747830405349885	2.795770891648266	5	1.0	0.02566822897642851	39	0.02498580835454424	0.0040045902005647616	0.0062231673042646984	6	inhibit	0.031897341672387496	1.4839804456967194	0.24253670871257782	0.8464444918382332	0.8117617964744568	-3.125719317084142	0.045056164264678955	True	screening_only
Gtf2i	3.247962878823699	4.2905127917142885	3	0.8333333333333334	0.04217297705326928	23	0.04971622772128651	0.0030110487744298697	0.005624895899628557	5	inhibit	0.030167109761771966	1.300813992597935	0.31388524174690247	-0.5752428516329319	0.8588892817497253	-0.22793518908242574	0.9396591782569885	True	screening_only
Tbx3	-2.814847058854073	2.8191103328353564	3	1.0	0.03647395153529942	26	-0.031622673080554414	0.004593154677644651	0.007115860685895703	6	activate	0.030090594579938196							False	screening_only
Apex1	2.738036366959923	2.9338488390228776	4	1.0	0.02247669640928507	43	0.03335126324216174	0.004002722664675495	0.005141040460958091	6	inhibit	0.025138392646252554	3.1072956543888433	0.008658993989229202	1.2078799269181504	0.6554912328720093	-1.6277686809199197	0.3873789310455322	True	screening_only
Bcl3	3.2105316311616403	3.2901231066073344	4	1.0	0.023175877693574876	27	0.036376575232399996	0.0027123733946121664	0.004256945962708869	6	inhibit	0.023343127125812088	1.163815852427214	0.3607366979122162	0.532921026128057	0.8636234402656555	0.08677621416108487	0.9878000617027283	True	screening_only
Smad5	2.694684022783667	3.7581058118661534	4	0.8333333333333334	0.024554464034736156	34	0.05011666354914155	0.00253812118661223	0.004439101356665809	5	inhibit	0.02317029528881764	0.4572373991470449	0.7270713448524475	1.5876923725303853	0.4458851218223572	-0.6511027566051859	0.7772243022918701	True	screening_only
Plagl1	2.5129585328423367	2.457047461944868	3	1.0	0.044417599216103554	20	0.032531580157316005	0.004044050319968406	0.006237520402164964	6	inhibit	0.022988825509453137	3.4240972414885613	0.003344341879710555	-0.06940962557081672	0.9843567609786987	-3.227226309360256	0.03754248097538948	True	screening_only
Foxq1	2.239069444807722	2.337995713941062	3	1.0	0.17224296648055315	20	0.02393189305193067	0.004573856798856357	0.006430450586856484	6	inhibit	0.022551548866170373							False	screening_only
Mecp2	-3.031697227990464	3.034436117924503	5	1.0	0.008047531358897686	34	-0.02958143143950289	0.002533660887420408	0.004049630082405442	6	activate	0.022528630274855202	-4.657476019334874	5.9494439483387396e-05	-0.6202392392179674	0.8557642102241516	0.9595623162101429	0.6601270437240601	True	screening_only
Rb1	2.604661054911169	2.398244655281179	3	1.0	0.0451672226190567	33	0.024918254811306675	0.0040260282104074285	0.006252836657160865	6	inhibit	0.02249374814007342	1.351550501974196	0.2948625385761261	0.4875592747978087	0.8794050216674805	-1.8102360587805477	0.3529040813446045	True	screening_only
Elk3	-4.052729893790995	3.4760405228045257	4	1.0	0.000644037356323679	26	-0.0485373122192508	0.0038593663170630177	0.003670622494407083	6	activate	0.021265387557461414	-2.5283198511232334	0.03739815205335617	0.6873242845383827	0.8473027944564819	0.05585676032532778	0.9878000617027283	True	screening_only
Ubtf	2.6649885427745432	2.5578576826165107	3	1.0	0.03922559367492795	10	0.045426830360339565	0.003971756401521198	0.005509041081589394	6	inhibit	0.021137014581590105							False	screening_only
E4f1	2.9998561752654727	2.9907249890330365	4	0.8333333333333334	0.02112826646771282	10	0.05751190747354759	0.0036074784234480517	0.005077825062982377	5	inhibit	0.0210921920913884							False	screening_only
Eno1	2.6440387843339637	2.8202879447927223	4	1.0	0.027490015141665936	18	0.04271039353557075	0.002302260825029878	0.004338892218208268	6	inhibit	0.020394875694612884							False	screening_only
Eno1b	2.6440387843339637	2.8202879447927223	4	1.0	0.027490015141665936	18	0.04271039353557075	0.002302260825029878	0.004338892218208268	6	inhibit	0.020394875694612884							False	screening_only
Klf1	2.3851737124440158	2.2791070782552816	3	1.0	0.043786405585706234	27	0.024602543922916036	0.0034674026065160124	0.005592097895725456	6	inhibit	0.01911748484466653	2.6208152313328363	0.03012162074446678	-0.8004281289674329	0.8203834295272827	-1.0075225821550524	0.6371135711669922	True	screening_only
Nr2c2	2.156399996399266	2.5475298839272256	2	1.0	0.084230437874794	67	0.021632322363115384	0.0030235059347823445	0.005383872174890059	6	inhibit	0.018287433675702253	0.16719978512794526	0.9000456929206848	-0.8573033741989088	0.8117617964744568	-2.1486498057559196	0.2344072163105011	True	screening_only
Mef2d	2.229309219358753	2.696219962118066	3	1.0	0.16006179805845022	29	0.03270550387535069	0.002583094502460359	0.0044405119311585195	6	inhibit	0.017958895366219564							False	screening_only
Etv6	2.2460431604962814	2.276280840533509	2	1.0	0.0724437590688467	32	0.02548338661064065	0.003357135716117232	0.0054140803647511615	6	inhibit	0.016431956537855653							False	screening_only
Taf1	2.985442712887604	2.925838632434132	3	1.0	0.0348254261771217	41	0.03492130614464765	0.0018575569263998282	0.003611487047423867	6	inhibit	0.015849942485832342	1.8303020095535603	0.14181500673294067	-0.1602733789094954	0.9477235078811646	-1.7044134950369156	0.3774714469909668	True	screening_only
Ybx3	2.2878568312851018	2.7336517270812446	3	1.0	0.0694565661251545	26	0.029807073953594797	0.0018645135809893243	0.003544292354636047	6	inhibit	0.014533291374797521	0.4417906416358488	0.7345657348632812	0.19490846394972658	0.9410383701324463	0.05599261328618512	0.9878000617027283	True	screening_only
Smarca4	2.612227651531829	2.736987527390788	3	0.6666666666666666	0.03713117353618145	11	0.039211234691585675	0.0038022036339431797	0.005183260885560925	5	inhibit	0.014186520394992783							False	screening_only
Six1	2.5640431278141875	2.646180591778768	3	1.0	0.032837921753525734	17	0.03531596117832614	0.002476516207002122	0.0035409669444649294	6	inhibit	0.014055057006859896							False	screening_only
E2f2	1.888959897610186	1.787185653006283	2	0.8333333333333334	0.1386098824441433	48	0.015022169572573529	0.0035651725023957415	0.0069109853781429975	5	inhibit	0.013723571017725963	1.056846454548552	0.41608062386512756	-0.02493692158727221	0.9843567609786987	1.857495518630627	0.33995315432548523	True	screening_only
Bhlhe41	-2.63120245897632	2.6446696783204193	3	1.0	0.04859503172338009	26	-0.03316849347314019	0.002478729009578684	0.003288890770832553	6	activate	0.013047044545393087	-1.9743439079868854	0.1082756519317627	-1.2828982903205193	0.5968852639198303	0.6192195290732615	0.7799776792526245	True	screening_only
Foxp3	2.208047724714802	2.0873952767866113	3	1.0	0.07306842692196369	47	0.019449217955441273	0.0024680652858196095	0.00393319597429681	6	inhibit	0.012315202049134914	-0.6444201836659672	0.6235657930374146	1.0403567106115361	0.7314451336860657	-0.8573893343879689	0.6874080896377563	False	screening_only
Smad6	-2.1017962864922737	2.2783124423439642	2	0.6666666666666666	0.07347269915044308	23	-0.021490544421299728	0.0023250448393675738	0.0057320967880374885	4	activate	0.011608451051471715	1.656196173085295	0.1891227811574936	0.8110028330580484	0.8203834295272827	2.9813050409325426	0.05572186037898064	False	screening_only
Tfap2c	-2.3128947651415928	2.2838306370378985	3	1.0	0.05962840374559164	33	-0.02240372965163463	0.0020541663394172405	0.0032861874834749782	6	activate	0.011257643480715942							False	screening_only
Myog	2.3918237267259888	2.4948161312637875	2	1.0	0.05764206685125828	65	0.019258715797699513	0.0021880535476379026	0.0030771729455709718	6	inhibit	0.010235974271065287	-0.10353132668435104	0.9345881342887878	0.603967326693726	0.8557642102241516	-1.2313712770620502	0.5589539408683777	False	screening_only
Ewsr1	-2.2329968921273857	2.909074853286176	2	1.0	0.0938902348279953	56	-0.0246899608272292	0.0017617437983150075	0.0025631062615292244	4	activate	0.009941690628953342	0.24039344247885192	0.8624609112739563	-1.0354768785807333	0.7314451336860657	1.0919372767234703	0.5992686152458191	False	screening_only
Maz	2.083763658716901	2.213472714883237	2	1.0	0.09462731704115868	44	0.025479063336639286	0.0022311060681938777	0.003368449227024506	6	inhibit	0.009941293940651031	3.7747667345056968	0.0012356200022622943	-0.36979942959704676	0.9073979258537292	-2.661749987335968	0.102513387799263	True	screening_only
Snai2	-2.6630620726621776	2.55077818133584	3	1.0	0.04036523727700114	49	-0.023178993234444535	0.00149354874920693	0.002568047324904177	6	activate	0.009825778627505168	-4.057276760202646	0.0005098741385154426	1.6895315449204928	0.4038948118686676	1.3311924668660344	0.5286085605621338	True	screening_only
Zbtb16	-2.1812402926860885	1.9862390356178732	1	1.0	0.08708642050623894	52	-0.015738984813939875	0.003222594292559333	0.004087595952074863	6	activate	0.009472099748818814	-2.024707454152092	0.09877363592386246	-0.2427908686991407	0.9410383701324463	1.3537593961325567	0.5165683627128601	True	screening_only
Bhlhe40	-2.507559402385846	2.389662362512193	3	1.0	0.15686514385743067	39	-0.02223296017638161	0.002091083361541346	0.002571550497859676	6	activate	0.00921770615705214	-2.267492162613994	0.06255785375833511	-0.2549519384910117	0.9410383701324463	-0.42664857002513185	0.8500482439994812	True	screening_only
Nr0b2	-2.0249268165402032	2.3658733049017404	2	1.0	0.10370763763785362	108	-0.01482801906528414	0.002108646399429648	0.002901150723875867	6	activate	0.009151673401485698	-2.083699039607583	0.09070795774459839	-1.234036969332065	0.6324572563171387	-0.1712485582396087	0.9676933884620667	True	screening_only
Hes1	-2.0694036348256732	2.0680793780798647	2	1.0	0.08127071335911751	89	-0.013523130395533274	0.0018486911910727266	0.0032144525102213994	6	activate	0.008863657264274575	-0.43485408989894586	0.7351882457733154	0.08568167472253412	0.9843567609786987	1.1338753189156636	0.5973057150840759	True	screening_only
Irf8	2.0107725231335376	2.268167375787972	2	1.0	0.12085831165313721	68	0.02344969538042345	0.0023661962324787456	0.002894241753033433	6	inhibit	0.008752832962498429	2.9095057131206135	0.014565931633114815	1.1257812726684058	0.7077397704124451	-0.4141624476417828	0.8500482439994812	True	screening_only
Klf2	1.9355485650692665	1.9197908391210936	2	0.8333333333333334	0.15617332607507706	65	0.01216386313077278	0.002264556900116066	0.004017871756511027	5	inhibit	0.008570525989903608	0.4359848290263621	0.7351882457733154	-0.4217218567178586	0.8949505686759949	-2.1503254138372574	0.2344072163105011	True	screening_only
Neurod1	1.8793903579220015	2.2863476875338047	2	1.0	0.16351675242185593	58	0.015117385814005211	0.0022130333350904308	0.002799711873236077	6	inhibit	0.008534819689512321	4.084231464481523	0.0004899134510196745	1.744498248729688	0.3874666690826416	-1.5947635055698777	0.40060755610466003	True	screening_only
Gli3	2.6108243945225906	2.3775160464846095	4	1.0	0.029704044573009014	43	0.02433751294160244	0.0014792262390883049	0.0020542008997676	6	inhibit	0.008139826003167651	0.13850462744209688	0.9177401065826416	0.7262734026806976	0.8424339890480042	0.7843831267128435	0.7155990600585938	True	screening_only
Hoxa10	1.8694707785814875	1.7293943843617983	1	1.0	0.19865497201681137	46	0.018592787007315363	0.0021993330116626963	0.0036789305849747045	6	inhibit	0.00742270887646414	1.8218976585157551	0.14256608486175537	-1.0859989143311086	0.7119062542915344	-2.4702005953679467	0.15892265737056732	True	screening_only
Tfap4	1.7160537277174859	1.8973484653576136	2	0.8333333333333334	0.21125052869319916	41	0.013415886149697312	0.002154397880662684	0.003453501293887107	5	inhibit	0.007280550422296928	1.869128765795649	0.1316918581724167	0.5379904176608582	0.8636234402656555	-1.1193533721650373	0.5973057150840759	True	screening_only
Tcf7	1.887071867530979	1.686466772482757	3	1.0	0.20283381640911102	21	0.02257023507891122	0.0019242225622757014	0.002865502974736478	6	inhibit	0.00724886333001535							False	screening_only
Htatip2	-1.891788863515949	1.9002057383186342	3	0.8333333333333334	0.20098617300391197	16	-0.029268399414752913	0.0018082603872251468	0.0028995847777862904	5	activate	0.006887259541863589							False	screening_only
Tead1	2.0160890303647023	2.0497158421466564	2	1.0	0.11682075262069702	30	0.02066193000395963	0.0017670187214785527	0.002389148799868568	6	inhibit	0.006529434859115033							False	screening_only
Smad1	1.7398525850182314	2.9096590174913537	2	0.8333333333333334	0.15881188958883286	70	0.02348926177539979	0.0011589005247219508	0.002007424127423607	5	inhibit	0.006489910793653123	2.4747022186063825	0.04145461693406105	1.2993371740434483	0.5968852639198303	-0.3580611566531921	0.8777078986167908	True	screening_only
Kat5	1.7704976811356414	1.7815863145676565	2	1.0	0.17894509062170982	52	0.020870405186702554	0.0016694556506820502	0.0026711275372731658	6	inhibit	0.006345125686494239	2.463522213431054	0.04236947000026703	-0.02911650433657666	0.9843567609786987	-1.4999600295514284	0.4397609233856201	True	screening_only
Jarid2	-1.6097926435087049	1.8382027777095933	2	1.0	0.21125725656747818	16	-0.03362819071612357	0.001222450580254164	0.002495140094756376	6	activate	0.006115431270607664							False	screening_only
Stat5a	1.6345468160179677	1.9505972856584517	2	1.0	0.24269745498895645	200	0.010057601689645219	0.0013911593318077231	0.0023314066026614566	6	inhibit	0.006063513854556839	1.228716860051375	0.33701851963996887	-1.167140099331781	0.6897374391555786	-1.0570528011105689	0.6166538000106812	True	screening_only
Klf8	1.480338446681368	1.5081737560068413	2	1.0	0.24027995020151138	23	0.026976042218350805	0.0014186075104498097	0.0029511785545838776	6	inhibit	0.005934520060418142	0.6256436921582372	0.6359477639198303	-1.7363753573829965	0.38792696595191956	-0.6246136608876958	0.7799776792526245	True	screening_only
Fosb	1.9127901942290748	2.033914868450456	2	1.0	0.13259482756257057	37	0.014797328781216014	0.0015577722448451015	0.0021187584257328362	6	inhibit	0.005745832353003596	3.58338226248601	0.0021185041405260563	2.004994501054347	0.2682555317878723	0.8410108974065289	0.6874080896377563	True	screening_only
Smad7	-1.7793355210023563	1.7263329327737693	1	1.0	0.17185647785663605	62	-0.017041637911095163	0.002363236529088597	0.0027247398916692145	6	activate	0.005487776242936164	-3.817803743567626	0.0011161797447130084	-1.6821246806099182	0.4038948118686676	-0.25819055435125804	0.9389669299125671	True	screening_only
Mitf	2.0645458583168397	1.8086102711169634	2	1.0	0.08398804813623428	107	0.013168112419213573	0.0015808722828669075	0.0022698978716509943	6	inhibit	0.005473814140072697	3.58572838822472	0.0021185041405260563	-1.368056834610712	0.5709028840065002	-1.5816785201467691	0.4067839980125427	True	screening_only
Tfdp1	2.0402974578749298	1.5403292996398907	0	0.8333333333333334	0.10495958849787712	36	0.01661518978518923	0.002393344139216824	0.004213062509860366	5	inhibit	0.005407919687626914	0.7840826834007751	0.5458322167396545	1.597485776084944	0.4458851218223572	0.0028666406801497665	0.9977128505706787	True	screening_only
Crebbp	1.6762892583574702	1.6051317315904152	2	0.8333333333333334	0.22838115319609642	33	0.022037320452138274	0.0018169794943378448	0.0030302671009161397	5	inhibit	0.0054044198654166565	2.3468532903144497	0.05519634857773781	0.2564540097775247	0.9410383701324463	-2.700130951244722	0.0952240377664566	True	screening_only
