tf	median_ulm_score	mean_abs_ulm_score	significant_contrasts	direction_consistency	median_fdr	n_targets	median_beta	median_rescue_198	median_rescue_33	positive_rescue_contrasts_33	suggested_intervention	priority_score	external_JCI_hyperoxia_vs_room_air_ulm	external_JCI_hyperoxia_vs_room_air_fdr	external_JCI_p53_EC_deletion_vs_control_hyperoxia_ulm	external_JCI_p53_EC_deletion_vs_control_hyperoxia_fdr	external_JCI_p53_null_vs_control_hyperoxia_ulm	external_JCI_p53_null_vs_control_hyperoxia_fdr	external_hyperoxia_direction_match	network_evidence_class
Tfe3	4.769068068313315	3.736707830783912	4	1.0	1.2608931228896836e-05	36	0.049730187346144476	0.0014643144018067211	0.0	0	inhibit	0.0	3.0827874800480255	0.009275087155401707	0.42999669663383144	0.8949505686759949	0.08339915484754484	0.9878000617027283	True	screening_only
Tead4	3.3897494908832173	3.2189325243793356	4	1.0	0.0037572354485746473	10	0.06616996837506403	0.0004955974865324952	0.0	0	inhibit	0.0							False	screening_only
Atf5	0.24932124174463977	2.433746373469137	4	0.5	0.039424553513526917	30	0.010734327382432702	0.0	0.0	0	inhibit	0.0	1.7703096869910966	0.15676604211330414	3.116749872241289	0.03551897034049034	1.7263596341258347	0.37022852897644043	True	screening_only
Irx1	2.6443924416840248	2.325506826103856	4	0.8333333333333334	0.027782811783254147	19	0.029677266417968248	0.0008579230928431048	0.0	0	inhibit	0.0							False	screening_only
Tfam	2.518329807389585	2.3180607778968447	4	1.0	0.03502691723406315	15	0.03665395127965378	0.0	0.0	0	inhibit	0.0							False	screening_only
Foxh1	3.342306386498014	3.1202698200890233	3	0.8333333333333334	0.030512518575051217	13	0.05272953146267194	0.0013041355865319737	0.0	0	inhibit	0.0							False	screening_only
Hhex	2.3590396407982066	2.749544149945352	3	0.8333333333333334	0.11037146276794374	28	0.03382580353231759	0.0	0.0	0	inhibit	0.0	1.2568479947218734	0.3256429135799408	0.49803142822374336	0.8794050216674805	0.37763221758791493	0.8663432598114014	True	screening_only
Eomes	2.230040849722208	2.5874071450857223	3	1.0	0.17830757284536958	25	0.038539060488720245	0.0012518181665978623	0.0	0	inhibit	0.0							False	screening_only
Nfyb	2.563222081361497	2.4174618633824267	3	0.6666666666666666	0.04698686860501766	42	0.031879434374243856	0.0	0.0	0	inhibit	0.0	0.699135243654972	0.5947641134262085	0.3512816456666611	0.9131598472595215	-0.5997414823604597	0.7845775485038757	True	screening_only
Mecom	-2.009435168999918	2.3183726333199135	3	1.0	0.1503756009042263	20	-0.02442594677544111	0.0006832136007173251	0.0	0	activate	0.0	-0.512285684449049	0.6926825642585754	-0.013980164714004643	0.9888461828231812	1.2691070509776976	0.5438628792762756	True	screening_only
Hsf2	1.792309089952607	2.279985510315058	3	0.6666666666666666	0.2805736429290846	23	0.024230022929986612	-0.0001428012176080129	0.0	0	inhibit	0.0	1.3476553878118585	0.2953183650970459	1.3313634169257684	0.5839800238609314	0.25446277545733925	0.9389952421188354	True	screening_only
Atf1	1.0936211228289483	2.2272222965063673	3	0.5	0.05240568332374096	79	0.008214035501103983	0.00026438032654513277	0.0	0	inhibit	0.0	2.000811261186948	0.10275981575250626	0.8464566871411764	0.8117617964744568	0.7998471367309343	0.7078078389167786	True	screening_only
Litaf	2.1280885788857082	2.199085472220745	3	0.8333333333333334	0.07905218377709389	26	0.02601660825650752	0.0005246035341113231	0.0	0	inhibit	0.0	1.2368944694079285	0.33388733863830566	1.8132348528885087	0.3589939475059509	0.4934077421856272	0.8182080388069153	True	screening_only
Kdm5c	2.4395633113104314	2.185727352822235	3	0.8333333333333334	0.06251617474481463	19	0.03414220790461108	0.0015422035106179566	0.0	0	inhibit	0.0							False	screening_only
Kdm5d	2.4395633113104314	2.185727352822235	3	0.8333333333333334	0.06251617474481463	19	0.03414220790461108	0.0015422035106179566	0.0	0	inhibit	0.0							False	screening_only
Sfpq	2.6377693836180613	2.176034296050061	3	1.0	0.049803373869508505	26	0.029022894046692116	0.0006069411826093996	0.0	0	inhibit	0.0	1.0507185747279528	0.4179026186466217	0.15405419295224995	0.9477235078811646	0.06958452681988572	0.9878000617027283	True	screening_only
Foxn1	2.060756574827411	2.043560023060846	3	0.8333333333333334	0.08978892304003239	49	0.018150087101204748	0.0010182321368436553	0.0	0	inhibit	0.0	0.9289170230750629	0.4694618880748749	-0.7703017610222347	0.8203834295272827	0.023573942376343113	0.9932692646980286	True	screening_only
Mnt	0.6831233822968715	1.9072410227641579	3	0.6666666666666666	0.1661394014954567	11	0.01995730266307472	0.0	0.0	0	inhibit	0.0							False	screening_only
Sox5	-1.8919048517512052	1.8068917308288013	3	1.0	0.20426087267696857	16	-0.02568137391968058	-0.0001792907678085376	0.0	0	activate	0.0							False	screening_only
Fos	2.1329670288526037	1.7520672373996904	3	0.6666666666666666	0.09722581692039967	330	0.007120142415696053	3.530590441036541e-05	-0.0019120458307396726	2	inhibit	0.0	3.506122553046219	0.0026537871453911066	3.950268047294716	0.004318866413086653	3.3251608775156467	0.032454922795295715	True	screening_only
Zbtb7b	-1.574046609359113	1.465734040525555	3	1.0	0.36820503138005733	15	-0.02348050147318308	-6.701735257030883e-05	0.0	0	activate	0.0							False	screening_only
Arx	2.174728267008996	2.5053910876984435	2	1.0	0.08818047493696213	26	0.034644986364979306	0.0013259239846749038	0.0	0	inhibit	0.0	3.643671447985448	0.0018165663350373507	-0.9897746106925737	0.741795539855957	0.30854780002727805	0.906453549861908	True	screening_only
Foxl2	1.5737243694091567	2.4890237194814984	2	0.6666666666666666	0.14897608757019043	20	0.02417844101842982	0.0009078622041974183	-2.9947745979419516e-05	2	inhibit	0.0							False	screening_only
Mzf1	2.2982064154180915	2.2548746257322274	2	1.0	0.0724342092871666	20	0.026232271533823348	0.0	0.0	0	inhibit	0.0							False	screening_only
Srsf2	-2.0899553180342316	2.229073189846204	2	0.6666666666666666	0.10446573048830032	12	-0.03150318500360261	0.0	0.0	0	activate	0.0							False	screening_only
Sall4	-2.0027728416425057	2.21400672041258	2	1.0	0.10159535333514214	21	-0.03239253593047599	0.0010183111800913247	0.0	0	activate	0.0							False	screening_only
Zfp362	1.8954920854765749	2.115702315320036	2	0.8333333333333334	0.14642883837223053	23	0.025709781344689275	0.00024106394650652563	0.0	0	inhibit	0.0							False	screening_only
Nr1h2	-1.8196330022850717	2.080284942368032	2	0.8333333333333334	0.1359361782670021	47	-0.01549744375090277	6.943964054734186e-05	0.0	0	activate	0.0	-1.4413177619301447	0.259819358587265	-1.3660207939173077	0.5709028840065002	-0.744617680610399	0.7429476976394653	True	screening_only
Atf6	0.7243417345940044	2.0345344711436986	2	0.6666666666666666	0.2608100436627865	56	0.006022338100288346	-1.6341180915091513e-05	0.0	0	inhibit	0.0	-0.0492071288407151	0.9725801944732666	1.0329418272673934	0.7314451336860657	-0.2340513001057479	0.9396591782569885	False	screening_only
Smad2	1.619172462815326	2.029443553550766	2	0.8333333333333334	0.13252003490924835	99	0.012341232119395308	0.0006256514606943764	-0.0005617013722175601	2	inhibit	0.0	4.052643906596938	0.0005098741385154426	1.9470880288131653	0.28272420167922974	-0.541300020468063	0.7955795526504517	True	screening_only
Foxf2	-1.7687035453149125	1.894320309201638	2	1.0	0.1765124723315239	11	-0.034018239105612656	0.0	0.0	0	activate	0.0							False	screening_only
Nfyc	0.1849268062748346	1.8717221364649241	2	0.5	0.18176940083503723	25	0.0035347921555061263	0.0	0.0	0	inhibit	0.0	1.6436181568649018	0.19073651731014252	0.17718566152108528	0.9463486075401306	-0.847515486420901	0.6874080896377563	True	screening_only
Klf6	0.5266080939379345	1.8497520008673962	2	0.6666666666666666	0.3814050555229187	62	0.008221191025784828	1.3812506171495542e-05	-1.649294013239544e-05	2	inhibit	0.0	1.8697983279995003	0.1316918581724167	0.7795052245557651	0.8203834295272827	-2.408914752323858	0.16474126279354095	True	screening_only
Prox1	-0.9369781024460917	1.8405536338711077	2	0.6666666666666666	0.23319020494818687	31	-0.010474758746069434	0.0	0.0	0	activate	0.0	-0.5289859503336111	0.6841715574264526	0.4824705449757166	0.8794050216674805	0.8776995369927397	0.6874080896377563	True	screening_only
Nfatc3	1.2132059227603524	1.8399013806601756	2	0.8333333333333334	0.3966192230582237	40	0.018793756103937846	8.475861338785862e-06	0.0	0	inhibit	0.0	0.47330080341292946	0.716602623462677	1.3378253505057902	0.5837913155555725	0.016890691332792557	0.9946731328964233	True	screening_only
Ikzf1	-1.6496152922290843	1.816849659831911	2	0.8333333333333334	0.2051212415099144	48	-0.011592693027726806	0.0007042017218708563	0.0	0	activate	0.0							False	screening_only
Hey1	-1.3309978496211365	1.8151072165313291	2	0.6666666666666666	0.3455611616373062	33	-0.010850087849397602	-9.932158811210012e-05	0.0	0	activate	0.0	0.5909120081889834	0.6567642092704773	-1.8698734305324187	0.3213728368282318	-1.6453453140485021	0.3853083550930023	False	screening_only
Usf2	1.6861749214708872	1.7880281024079885	2	1.0	0.17285621911287308	108	0.011215051268106332	-0.0001610365635542621	0.0	0	inhibit	0.0	-1.4171638914858462	0.26812753081321716	-0.07545549564563812	0.9843567609786987	0.03987122038416888	0.9878000617027283	False	screening_only
Elf5	-1.235903464768498	1.7418815285056972	2	0.6666666666666666	0.3935750052332878	11	-0.03220851954123879	0.0	0.0	0	activate	0.0							False	screening_only
Mafa	1.5189151431101302	1.7071666093470792	2	1.0	0.33099108189344406	20	0.02365265079031789	-4.9859353452141875e-05	0.0	0	inhibit	0.0							False	screening_only
Pitx3	-1.1786693133932213	1.621560954863828	2	0.8333333333333334	0.4289429932832718	22	-0.013491364031317458	0.0	0.0	0	activate	0.0							False	screening_only
Erg	-1.4896945684106742	1.5743763847778576	2	0.8333333333333334	0.3338508903980255	56	-0.011175326222574843	0.0003708358576771098	0.0	0	activate	0.0	-3.449961912508761	0.0031432609539479017	0.19372142176328136	0.9410383701324463	0.7286541283445664	0.744618833065033	True	screening_only
Gfi1b	0.4381669637867043	1.4435586310685535	2	0.6666666666666666	0.4397394135594368	13	0.005144755570952236	-0.0010700655513431467	-0.0018517874102440546	2	inhibit	0.0							False	screening_only
Zfp42	0.8723983370384552	1.4434040568075988	2	0.6666666666666666	0.31636250019073486	19	0.015474558153528878	0.00013375711735008622	0.0	0	inhibit	0.0							False	screening_only
Tfap2b	-0.5623619239100002	1.3926362945696324	2	0.6666666666666666	0.5996854305267334	25	-0.006507398094480369	-3.3385489147663705e-06	0.0	0	activate	0.0							False	screening_only
Tal1	-0.06937143569126183	1.3115324495006833	2	0.5	0.6393345445394516	92	3.9908504279608805e-05	-4.437553048503018e-05	-5.71612840484792e-05	3	inhibit	0.0	1.4856255860485632	0.24253670871257782	-0.5623744485994261	0.8630492091178894	-1.0793981802500972	0.6070141196250916	False	screening_only
Creb3l1	0.5254448920712302	1.1036225420510364	2	0.8333333333333334	0.7104267179965973	11	0.010010284205790034	0.0	0.0	0	inhibit	0.0							False	screening_only
Hoxa7	1.7440108438772177	1.9501409440177546	1	0.6666666666666666	0.1291605457663536	15	0.023612919968927906	0.00011594303796125249	0.0	0	inhibit	0.0							False	screening_only
Zglp1	1.6979422720439605	1.937087628423831	1	0.6666666666666666	0.16137441992759705	22	0.022474571283305787	0.0	0.0	0	inhibit	0.0							False	screening_only
Nfya	1.2371131981657566	1.9187520728267122	1	0.6666666666666666	0.18913722038269043	92	0.007942013714451506	9.124164748613994e-05	0.0	0	inhibit	0.0	2.2464962053965567	0.06469643861055374	0.38874408351470613	0.9069948196411133	0.5462941476367901	0.7955795526504517	True	screening_only
Ppard	1.789151110210138	1.9094380715377044	1	1.0	0.13976939022541046	95	0.011663759587877073	3.854955502591295e-07	0.0	0	inhibit	0.0	0.8569782033450153	0.5050907731056213	1.1018273054424534	0.7119062542915344	-0.838329609594878	0.6874080896377563	True	screening_only
Msc	2.0297587637243106	1.8563618915370734	1	0.8333333333333334	0.09054401144385338	27	0.02403901312194475	0.0	0.0	0	inhibit	0.0	2.372242935262276	0.05200843885540962	0.7898455135884453	0.8203834295272827	-0.8498353092256479	0.6874080896377563	True	screening_only
Lrrfip1	-1.7589369826643195	1.7861699210222637	1	1.0	0.17510613799095154	14	-0.0339426747619683	0.0009547283245143201	0.0	0	activate	0.0							False	screening_only
Nfil3	-1.653825659157918	1.7427945672629788	1	1.0	0.2034524753689766	36	-0.016323301951925145	-4.6264209880853e-06	0.0	0	activate	0.0	0.9734302146006673	0.4586152136325836	0.6501399256807647	0.8557642102241516	-1.0158581779574154	0.6368802189826965	False	screening_only
Zfp384	1.627447042625669	1.73118406193252	1	0.8333333333333334	0.22210031747817993	28	0.016359842103971213	0.00034827763188510774	0.0	0	inhibit	0.0							False	screening_only
Creb5	1.5548472621084484	1.7099374064735107	1	1.0	0.22393279522657394	12	0.03897998043491195	0.0	0.0	0	inhibit	0.0							False	screening_only
Nrf1	1.7503408462533785	1.7037256162437195	1	1.0	0.1790817230939865	90	0.009791372352054965	0.0006533883595534196	0.0	0	inhibit	0.0	2.493328309104215	0.03979219123721123	1.7436397525702012	0.3874666690826416	1.7438850197550084	0.37022852897644043	True	screening_only
Arid4b	1.5530622910344678	1.6811429401083042	1	1.0	0.20808346569538116	12	0.026928908187472005	-6.383220294658987e-05	0.0	0	inhibit	0.0							False	screening_only
Elf3	1.5907759706855982	1.64587753446322	1	0.8333333333333334	0.20736923068761826	29	0.01948743749975399	0.0011473041261398365	0.0	0	inhibit	0.0	2.551568527764437	0.03534499928355217	0.031670026187973495	0.9843567609786987	-0.07089506849295607	0.9878000617027283	True	screening_only
Stat2	1.286245221225199	1.6417679617944676	1	0.6666666666666666	0.18447905778884888	50	0.011069767697941475	0.0003706332079536079	0.0	0	inhibit	0.0	0.7484357247073034	0.5682072043418884	0.27032165683124526	0.9410383701324463	0.1769051001893223	0.9676933884620667	True	screening_only
E2f4	-0.7788853589651202	1.602318852293812	1	0.6666666666666666	0.26011835038661957	161	-0.0024325483670622357	-0.0008104130280467414	-0.0011718510460441145	2	activate	0.0	-1.0675196515122813	0.4134601652622223	1.7065910180331665	0.4038948118686676	3.557220407122174	0.015506710857152939	True	screening_only
Mbd1	1.665762594443481	1.5940165191641145	1	0.8333333333333334	0.17145788669586182	20	0.022398785541997264	-0.00015274241697149638	0.0	0	inhibit	0.0	-2.3365298570435855	0.056245338171720505	1.5872921107803264	0.4458851218223572	3.083010527206583	0.04510498046875	False	screening_only
Dlx4	1.6241180436522633	1.5607503333321358	1	0.8333333333333334	0.19321713969111443	42	0.018892397589695416	0.0006107800498329485	0.0	0	inhibit	0.0	0.22161994497607287	0.86954665184021	0.6003451039827253	0.8557642102241516	0.6385715557366695	0.778763473033905	True	screening_only
Maf	1.4966266405361868	1.525526864778539	1	1.0	0.2587771713733673	60	0.010526597842000485	0.00016160424480743396	0.0	0	inhibit	0.0	2.12380520417158	0.08404046297073364	2.8243824952287118	0.06510649621486664	-0.13329265164529033	0.9803820848464966	True	screening_only
Msx1	-1.5186107710711392	1.4835675359991864	1	1.0	0.25068090856075287	26	-0.017937100177449705	0.0	0.0	0	activate	0.0							False	screening_only
Nfat5	-0.6116578408372992	1.4739811559852154	1	0.6666666666666666	0.5161043405532837	50	-0.007954373008090935	-0.00023431888739045004	-0.0005898321146754482	2	activate	0.0	0.5781632287360934	0.6605055332183838	-1.361085377251676	0.5709028840065002	-0.24371589538454835	0.9396591782569885	False	screening_only
Snai1	0.1012709597216872	1.4603115139697478	1	0.5	0.32013826072216034	101	0.0014184756998263798	0.0005478149805212551	-7.849115763702841e-05	3	inhibit	0.0	3.3942836113315336	0.0036115406546741724	0.7699364869239108	0.8203834295272827	0.31757917145056097	0.9048078656196594	True	screening_only
Pou2f2	-1.4362103408637439	1.4410740653913952	1	0.6666666666666666	0.2534172832965851	48	-0.011762786961423015	-1.0966118857536067e-05	0.0	0	activate	0.0							False	screening_only
Aire	1.1104409985212498	1.3897619652644835	1	0.8333333333333334	0.4603966027498245	23	0.01254159355244714	0.0	0.0	0	inhibit	0.0							False	screening_only
Atf3	0.07538858780661672	1.38215602474044	1	0.5	0.5136133879423141	110	0.0019038014918758743	6.693175538197149e-06	-0.0002568424369535638	1	inhibit	0.0	1.6146276016397374	0.19783218204975128	3.7721476387705586	0.0068374634720385075	1.2885566900490777	0.5435616374015808	True	screening_only
Hoxa5	0.1520428524866304	1.3348153754754188	1	0.5	0.464461550116539	15	0.0003223130086467069	-1.4520372015103256e-05	0.0	0	inhibit	0.0							False	screening_only
Zfp354c	0.2619151929494808	1.3265357590187439	1	0.5	0.4729645252227783	29	0.0010893066487161185	0.0	0.0	0	inhibit	0.0							False	screening_only
Nr1h3	-1.2415637996237598	1.3197672733718175	1	0.8333333333333334	0.3419913575053215	132	-0.006379722519490486	2.5604028214276653e-05	0.0	0	activate	0.0	2.085213648735598	0.09070795774459839	-1.0313840701428791	0.7314451336860657	-1.1000711836852897	0.5991236567497253	False	screening_only
Nr4a1	1.184860634905426	1.312730782127079	1	0.6666666666666666	0.363852396607399	92	0.011367774172111328	0.0004984269346060555	-5.500180433726243e-05	2	inhibit	0.0	1.9040102563092047	0.12407493591308594	-0.1529800106665664	0.9477235078811646	0.09427965216932185	0.9878000617027283	True	screening_only
Rarg	1.4281715083532147	1.2905966630036645	1	0.8333333333333334	0.25106019526720047	41	0.01792017124590293	0.0011090421690023167	0.0	0	inhibit	0.0	2.9527255858238752	0.013402874581515789	-1.1119254635832203	0.7119062542915344	0.29383925731303223	0.9132288098335266	True	screening_only
Epas1	1.0757760801658953	1.289325201403283	1	0.8333333333333334	0.4137565791606903	94	0.006897859544422137	0.00032717417200345267	0.0	0	inhibit	0.0	1.2875395760292863	0.31388524174690247	1.3056660875201065	0.5968852639198303	1.1278144680003623	0.5973057150840759	True	screening_only
Nfatc4	1.4482826033378968	1.2822704611139142	1	0.6666666666666666	0.2404763102531433	41	0.01833605298148107	0.00013268425227364045	0.0	0	inhibit	0.0	3.428509308216401	0.003344341879710555	-0.24328685785763257	0.9410383701324463	-0.9560193474352958	0.6601270437240601	True	screening_only
Nkx2-1	0.54072849619729	1.2710982880315933	1	0.8333333333333334	0.7061036229133606	57	0.006708123421252396	-6.911158064060174e-05	0.0	0	inhibit	0.0	-1.3976644422654807	0.275656521320343	-0.8191266491392013	0.8203834295272827	-0.4010881503382447	0.8546133637428284	False	screening_only
Ciita	-1.0025335350848357	1.2656490850688604	1	0.6666666666666666	0.5115068703889847	28	-0.009662111676243864	0.0	0.0	0	activate	0.0	-3.3004016463213652	0.004909059032797813	0.6382785619989776	0.8557642102241516	1.0018281362716888	0.6387408375740051	True	screening_only
Bach1	0.9016025836484695	1.2294811989179752	1	0.6666666666666666	0.48747213184833527	17	0.018943471199475637	-2.9071408943648347e-05	0.0	0	inhibit	0.0							False	screening_only
Mef2a	1.359792261775652	1.2285510075499235	1	0.8333333333333334	0.3440789580345154	118	0.009532856600671002	6.222639293823606e-05	0.0	0	inhibit	0.0	1.4962610138764698	0.24071858823299408	0.3144853529046566	0.9350565075874329	1.629504419456437	0.3873789310455322	True	screening_only
Sox11	-0.4307487827705804	1.2261272908647067	1	0.6666666666666666	0.5217427313327789	12	-0.007120305174965397	0.0	0.0	0	activate	0.0							False	screening_only
Vsx2	-0.9648448414870898	1.2239839388698655	1	0.8333333333333334	0.5173906832933426	30	-0.011022572929761987	-3.089765618580209e-05	0.0	0	activate	0.0	-1.4846092175407029	0.24253670871257782	-0.8171088125869594	0.8203834295272827	-0.6218752584390786	0.7799776792526245	True	screening_only
Elf1	0.8623980587615812	1.2105938544713597	1	0.8333333333333334	0.4415290802717209	77	0.006140419270459953	0.00039756508308302907	0.0	0	inhibit	0.0	0.0420569117469375	0.975348174571991	0.37946775997653137	0.9073979258537292	0.05173091351810183	0.9878000617027283	True	screening_only
Foxc1	-0.9832209149352344	1.206018211143984	1	0.8333333333333334	0.5068892240524292	17	-0.01383998538204675	-3.1403406884344953e-06	0.0	0	activate	0.0							False	screening_only
Ezh2	0.5822933892786203	1.164874558606878	1	0.8333333333333334	0.4648057520389557	140	0.0031383735644359293	0.00010609467213407164	-2.151846668418944e-05	3	inhibit	0.0	1.2873399670329844	0.31388524174690247	-0.21503843576074574	0.9410383701324463	1.8037829362461977	0.3529040813446045	True	screening_only
Elf2	-0.7363035323550688	1.1536671209990537	1	0.6666666666666666	0.5998340845108032	10	-0.01971897568803687	0.0	0.0	0	activate	0.0							False	screening_only
Preb	-0.9685773924937375	1.1495577908894388	1	1.0	0.4682971388101578	21	-0.012190648510564266	0.0	0.0	0	activate	0.0							False	screening_only
Etv3	0.2502939557578239	1.1360883709773641	1	0.5	0.6156623661518097	11	0.004488112976837111	0.0	0.0	0	inhibit	0.0							False	screening_only
Hoxa13	-0.18183407205596222	1.1329449531009859	1	0.6666666666666666	0.6200082451105118	14	-0.0028605655344692144	9.973947699914998e-06	0.0	0	activate	0.0							False	screening_only
Zfp382	0.0677016927429042	1.1242048753266938	1	0.5	0.7673148810863495	11	-0.0007246213713159354	0.0	0.0	0	activate	0.0							False	screening_only
Hdac9	-0.836658625985254	1.1195797736629804	1	1.0	0.5428125560283661	17	-0.01291997402726193	0.0	0.0	0	activate	0.0							False	screening_only
Hoxd13	-0.7531878794807512	1.114343682956495	1	1.0	0.6208033561706543	19	-0.01763288404915285	8.013663186423603e-06	0.0	0	activate	0.0							False	screening_only
Hey2	0.014952425132535224	1.0831017843949764	1	0.5	0.637701153755188	21	-0.0019688346187939566	0.0	0.0	0	activate	0.0							False	screening_only
Erf	-0.02086462135446289	1.0675441880934875	1	0.5	0.5956068485975266	17	-0.0018627633113036993	0.0	0.0	0	activate	0.0							False	screening_only
Atf7	0.8091551757553269	1.0641311702560718	1	0.8333333333333334	0.5772598385810852	10	0.014538268955231106	0.0003213451038650006	0.0	0	inhibit	0.0							False	screening_only
Prdm1	-0.8688046689739843	1.05316907597766	1	0.6666666666666666	0.5406356453895569	65	-0.005620452875839144	-5.817381364103813e-05	0.0	0	activate	0.0	-1.4395073651228683	0.259819358587265	0.3095344039032179	0.9361947774887085	-0.5468272469578919	0.7955795526504517	True	screening_only
Kmt2a	0.8297995743451789	1.0452962082784116	1	0.8333333333333334	0.5963533520698547	67	0.008193538093047832	0.0001031602466252668	0.0	0	inhibit	0.0	0.23700166171609002	0.8624701499938965	-0.9849566269446461	0.741795539855957	0.45556329199053264	0.8402672410011292	True	screening_only
Olig2	-0.7852214165232749	1.0300621193099484	1	0.8333333333333334	0.6146908402442932	18	-0.010283598899651015	0.0	0.0	0	activate	0.0							False	screening_only
Sin3a	0.5951305966675987	0.9888083164982588	1	0.8333333333333334	0.6775824129581451	12	0.012808430109197765	0.0	0.0	0	inhibit	0.0							False	screening_only
Pou3f2	0.8167013244672554	0.955003978116795	1	1.0	0.5389241427183151	31	0.008140576451672992	0.0	0.0	0	inhibit	0.0							False	screening_only
Hmga2	-0.5811072925169035	0.9166365920106037	1	0.8333333333333334	0.6742499470710754	42	-0.005814520642743945	-0.00015687182758084006	-0.00025831846345469867	1	activate	0.0	0.6781691548360789	0.6042004823684692	0.3422172269804641	0.9131598472595215	-0.5388084116703695	0.7955795526504517	False	screening_only
Gtf3a	0.491527402158663	0.8626816503293445	1	0.8333333333333334	0.7832388877868652	25	0.0086603459546273	2.3360891759804936e-05	0.0	0	inhibit	0.0	2.1744065345749766	0.07517673820257187	1.4430163867983075	0.534850537776947	1.570999642146484	0.4067839980125427	True	screening_only
Zfp143	0.44925849934171375	0.8506855644156294	1	0.6666666666666666	0.6790999472141266	27	0.005927337115440872	-5.0144673328089695e-06	0.0	0	inhibit	0.0	-0.8276269389865483	0.5221851468086243	2.7155037753779716	0.08081614971160889	1.196218658277943	0.5734677910804749	False	screening_only
Foxp1	-1.6375041803990462	1.5095417771034345	0	1.0	0.21218198537826538	33	-0.018817438564590144	-0.00010029267158107036	0.0	0	activate	0.0							False	screening_only
Tet1	-1.3778817912623478	1.4683528835066229	0	1.0	0.2700871378183365	13	-0.025700715416419502	0.0	0.0	0	activate	0.0							False	screening_only
Lyl1	1.6564446872046723	1.415062208502053	0	0.6666666666666666	0.20262134820222855	12	0.02835471801241729	0.0	0.0	0	inhibit	0.0							False	screening_only
Hnf1a	-1.584650078661929	1.3985216780984346	0	1.0	0.25152044743299484	131	-0.007194045070807023	2.167032709871064e-05	0.0	0	activate	0.0	0.2573427044478271	0.8551800847053528	-1.3769328014749538	0.5709028840065002	-0.8809854600644125	0.6874080896377563	False	screening_only
Rxrb	1.694994721778193	1.379626583442436	0	0.8333333333333334	0.17111943662166595	16	0.029575478509025473	0.001315368806548256	0.0	0	inhibit	0.0							False	screening_only
Nfatc2	1.580737985188694	1.3570572031083532	0	1.0	0.21215295791625977	84	0.010890540610559434	0.00015807081438679038	0.0	0	inhibit	0.0	2.51588733664573	0.03836261108517647	-0.41984125710596165	0.8949505686759949	-0.22917280062237969	0.9396591782569885	True	screening_only
Ebf1	-0.9733242871553243	1.3241656022242863	0	0.8333333333333334	0.3506855368614197	33	-0.01188362808915483	-3.0623232012749746e-05	0.0	0	activate	0.0							False	screening_only
Rest	1.4051255996154755	1.3003945758649804	0	1.0	0.29231102764606476	63	0.010719237199735086	-2.9415756754080924e-05	0.0	0	inhibit	0.0	0.12477534229395063	0.9231521487236023	0.9896829248687142	0.741795539855957	0.12878194638437832	0.9810250401496887	True	screening_only
Brd4	1.4299787884558364	1.2567147982819946	0	0.8333333333333334	0.2554348558187485	12	0.025786826546071097	0.0	0.0	0	inhibit	0.0							False	screening_only
Mafk	-1.294563061511236	1.2534932310058584	0	0.8333333333333334	0.3213573843240738	25	-0.0198232745625605	1.314579532896154e-06	0.0	0	activate	0.0	-1.0658352983863582	0.4134601652622223	-0.4577874289819971	0.8861064910888672	0.7377766769505905	0.7429476976394653	True	screening_only
Hnf1b	-1.0997748395441356	1.2442180049309375	0	0.8333333333333334	0.3938101828098297	58	-0.008128090256098898	-7.264331721590356e-05	0.0	0	activate	0.0	4.561405593512306	8.211139356717467e-05	1.9988436391811253	0.2682555317878723	1.0729115945570777	0.6092833876609802	False	screening_only
Ascl1	1.2001195102182933	1.2336399031226224	0	0.6666666666666666	0.3794349879026413	69	0.0069480059134274345	8.900292420266354e-05	0.0	0	inhibit	0.0	2.2932330207045566	0.058954451233148575	-0.5614727183842796	0.8630492091178894	-0.48915130888711983	0.818893551826477	True	screening_only
Pdx1	-1.2140094682537672	1.2159483763857601	0	1.0	0.41032128036022186	73	-0.008910054631970154	-4.113845327435861e-05	0.0	0	activate	0.0	0.5707951869119355	0.6605055332183838	-1.5310708602204959	0.4757004976272583	-1.5243797504798189	0.4322962462902069	False	screening_only
Hdac3	1.2857693013263247	1.1996610917375807	0	0.8333333333333334	0.34508755803108215	27	0.011607904368462249	5.220236018577129e-05	0.0	0	inhibit	0.0	-0.013486002453722874	0.9892404079437256	-0.2488744368580347	0.9410383701324463	0.6799084989876687	0.7655516862869263	False	screening_only
Dnmt3b	-1.1802726681061062	1.1983520033408552	0	1.0	0.3603929728269577	66	-0.00850204297729896	4.4800162613878314e-05	0.0	0	activate	0.0	-1.9663394042708755	0.10958243161439896	-0.7605210277220454	0.8261348605155945	-0.39270506470670397	0.8590465188026428	True	screening_only
Kat6a	1.1211897108540219	1.182378993899493	0	1.0	0.4110015779733658	13	0.024643392030906618	0.0	0.0	0	inhibit	0.0							False	screening_only
Tcf12	1.0101024249803394	1.1459596951625703	0	0.8333333333333334	0.3153005987405777	48	0.011261667358960021	0.0003675810657717826	0.0	0	inhibit	0.0	1.763885169292699	0.1579832285642624	0.8607166893083181	0.8117617964744568	1.2866373322892088	0.5435616374015808	True	screening_only
