source	target	ligand	receptor	pair	ages_tested	positive_ages	nominal_ages	median_delta	min_p	min_fdr	priority_score	reported_in_external_p53_cellchat
Lymphoid	Cap-a	Sema4d	Plxnb2	Sema4d–Plxnb2	1	1	1	0.45506085425462706	0.0021645021645021645	0.016604010025062656	1.2125742536793076	False
Myeloid	Cap	Plau	Vldlr	Plau–Vldlr	2	2	1	0.4373225224706694	0.04112554112554113	0.09761666904524048	1.2121603996885792	False
Fibroblast	Cap	Col1a2	Itgb3	Col1a2–Itgb3	1	1	1	0.9010524229690442	0.045454545454545456	0.08698876880695063	1.2095932092034487	False
Cap	Cap	Tgfb1	Eng	Tgfb1–Eng	2	2	1	0.22672956060965044	0.0021645021645021645	0.0073701298701298705	1.2083062085997425	False
Fibroblast	Cap-a	Lamb1	Itgav	Lamb1–Itgav	1	1	1	0.45295994453445054	0.0021645021645021645	0.00716815651880587	1.2069760814520714	False
Fibroblast	Cap	Bgn	Tlr4	Bgn–Tlr4	2	1	1	0.4528402474725495	0.0021645021645021645	0.007373677498158825	1.206657131636579	False
Myeloid	Cap-a	Plxna1	Notch1	Plxna1–Notch1	1	1	1	0.45131438029036675	0.0021645021645021645	0.009218054672600126	1.2025912418938114	False
Mural	Cap-a	Gpc3	Cd81	Gpc3–Cd81	1	1	1	0.6353657399132713	0.012987012987012988	0.02830792396009788	1.1986115754387376	False
Myeloid	Cap	Hsp90aa1	Itgb3	Hsp90aa1–Itgb3	1	1	1	0.7877755947563649	0.030303030303030304	0.07854545454545454	1.1962482221331339	False
Mural	Cap	Ubc	Tlr4	Ubc–Tlr4	2	1	1	0.4484940857171438	0.0021645021645021645	0.0065581184984170055	1.1950761665905685	False
Fibroblast	Cap	Fbn1	Itgb3	Fbn1–Itgb3	1	1	1	0.8180812053016435	0.03463203463203463	0.06884479523704705	1.1948255923213547	False
Myeloid	Cap	Ccl12	Ackr2	Ccl12–Ackr2	2	1	1	0.4482558950576483	0.0021645021645021645	0.009606831524639745	1.1944414737610913	False
Epithelial	Cap	Adam15	Itgb3	Adam15–Itgb3	1	1	1	0.6326040581818473	0.012987012987012988	0.03450281062221361	1.193401688466528	False
Epithelial	Cap	Inhbb	Smad3	Inhbb–Smad3	2	1	1	0.5042421678089098	0.004329004329004329	0.014747612833737236	1.1918328285999245	False
Myeloid	Cap-a	Tgfb1	Itgav	Tgfb1–Itgav	1	1	1	0.44688278510331436	0.0021645021645021645	0.009218054672600126	1.190782627339719	False
Fibroblast	Cap-a	Wnt5a	Mcam	Wnt5a–Mcam	1	1	1	0.4464127563575575	0.0021645021645021645	0.00716815651880587	1.1895301690140574	False
Epithelial	Cap	Sema3a	Plxna4	Sema3a–Plxna4	2	1	1	0.4450480115033282	0.0021645021645021645	0.009397106958082567	1.1858936125895538	False
Cap-a	Cap-a	Adam15	Itgav	Adam15–Itgav	1	1	1	0.44466299335997883	0.0021645021645021645	0.00698429477499245	1.1848676770834343	False
Mural	Cap-a	Col4a1	Itgb1	Col4a1–Itgb1	1	1	1	0.4442337702124206	0.0021645021645021645	0.006563329143974305	1.1837239510675703	False
Mural	Cap-a	Inhba	Acvr1	Inhba–Acvr1	1	1	1	0.500484359957249	0.004329004329004329	0.011585093435627244	1.1829508289436061	False
Cap	Cap	Tln1	Itgb3	Tln1–Itgb3	1	1	1	0.8071069967865072	0.03463203463203463	0.06916250904520699	1.1787975194303253	False
Mural	Cap-a	Igf1	Insr	Igf1–Insr	1	1	1	0.4422157255644583	0.0021645021645021645	0.006563329143974305	1.1783465845900638	False
Cap	Cap	Calm1	Mylk	Calm1–Mylk	2	2	1	0.2204945447543154	0.0021645021645021645	0.0073701298701298705	1.175078038666975	False
Epithelial	Cap	Sftpd	Ly96	Sftpd–Ly96	2	2	1	0.24826221177193641	0.004329004329004329	0.014747612833737236	1.173591075797339	False
Cap-a	Cap	Lamb2	Itgb1	Lamb2–Itgb1	1	1	1	0.43923686674660267	0.0021645021645021645	0.006764069264069264	1.17040899234475	False
Lymphoid	Cap-a	Tyrobp	Sema6d	Tyrobp–Sema6d	1	1	1	0.4946514444069887	0.004329004329004329	0.02656641604010025	1.1691640798713117	False
Cap	Cap	Ubc	Tlr4	Ubc–Tlr4	2	1	1	0.4384893753418546	0.0021645021645021645	0.0073701298701298705	1.168417195371291	False
Cap	Cap-a	Bgn	Ly96	Bgn–Ly96	1	1	1	0.5659409945329807	0.008658008658008658	0.02312455477012439	1.1672996994598954	False
Myeloid	Cap	Col4a4	Sdc4	Col4a4–Sdc4	2	2	1	0.29678690264246743	0.010822510822510822	0.03339517625231911	1.1667713918990577	False
Fibroblast	Cap-a	Bmp5	Acvr1	Bmp5–Acvr1	1	1	1	0.4377412542227175	0.0021645021645021645	0.00716815651880587	1.166423720434438	False
Lymphoid	Cap	Tgfb1	Itgb3	Tgfb1–Itgb3	1	1	1	0.7673925279526053	0.030303030303030304	0.10597500428008903	1.1652962510541625	False
Mural	Cap	Rps27a	Tlr4	Rps27a–Tlr4	2	1	1	0.4371998280441447	0.0021645021645021645	0.0065581184984170055	1.1649810135123482	False
Myeloid	Cap-a	Sema4d	Plxnb2	Sema4d–Plxnb2	1	1	1	0.43686821221210836	0.0021645021645021645	0.009218054672600126	1.1640973760465452	False
Myeloid	Cap-a	Col4a1	Sdc4	Col4a1–Sdc4	1	1	1	0.43623633022295927	0.0021645021645021645	0.009218054672600126	1.1624136367746607	False
Cap	Cap	Tgfb1	Itgb3	Tgfb1–Itgb3	1	1	1	0.7486558543961488	0.02813852813852814	0.05789225879860321	1.160939602699628	False
Mural	Cap-a	Col4a1	Cd93	Col4a1–Cd93	1	1	1	0.4345263305170688	0.0021645021645021645	0.006563329143974305	1.1578570997801563	False
Cap	Cap-a	Mfge8	Itgav	Mfge8–Itgav	1	1	1	0.43438316074560035	0.0021645021645021645	0.007919825838900984	1.1574756035974707	False
Epithelial	Cap	Pf4	Procr	Pf4–Procr	2	1	1	0.4896660023141801	0.004329004329004329	0.014747612833737236	1.1573804292156906	False
Cap	Cap	Inhbb	Acvr1	Inhbb–Acvr1	2	2	1	0.26423936932783865	0.006493506493506494	0.2280844155844156	1.156058191330812	False
Cap	Cap-a	Adam15	Itgav	Adam15–Itgav	1	1	1	0.43199467752909815	0.0021645021645021645	0.007919825838900984	1.1511111509608676	False
Epithelial	Cap-a	Wnt11	Fzd5	Wnt11–Fzd5	1	1	1	0.7393260751115922	0.02813852813852814	0.06461076670135903	1.1464719268078463	False
Cap-a	Cap-a	Lamb2	Itgb1	Lamb2–Itgb1	1	1	1	0.4300198120951064	0.0021645021645021645	0.00698429477499245	1.1458488416293784	False
Cap	Cap-a	Calm1	Plpp6	Calm1–Plpp6	1	1	1	0.6069846186424481	0.012987012987012988	0.03288311688311688	1.1450708533913343	False
Mural	Cap	Calr	Itga3	Calr–Itga3	2	1	1	0.4286208237325799	0.0021645021645021645	0.0065581184984170055	1.1421210385152758	False
Mural	Cap-a	Lama5	Dag1	Lama5–Dag1	1	1	1	0.4279298488257455	0.0021645021645021645	0.006563329143974305	1.1402798377744687	False
Epithelial	Cap-a	Efna1	Epha2	Efna1–Epha2	1	1	1	0.4276224361292926	0.0021645021645021645	0.00885967035035358	1.1394606929996816	False
Mural	Cap	Tgfb1	Itgb3	Tgfb1–Itgb3	1	1	1	0.7184797878685099	0.025974025974025976	0.05009717123731376	1.1391214886111203	False
Lymphoid	Cap	Lamb1	Itgav	Lamb1–Itgav	2	2	1	0.41051753362298704	0.04112554112554113	0.1361321388059356	1.1378629548378314	False
Cap-a	Cap	Irak4	Tlr4	Irak4–Tlr4	1	1	1	0.48120192018548735	0.004329004329004329	0.011806375442739079	1.1373746232975215	False
Fibroblast	Cap	Col7a1	Itga2	Col7a1–Itga2	2	2	1	0.3227847059776445	0.017316017316017316	0.03905618191332477	1.137204081386049	False
Mural	Cap	Ubb	Tlr4	Ubb–Tlr4	2	1	1	0.42663315480684116	0.0021645021645021645	0.0065581184984170055	1.1368246124622436	False
Lymphoid	Cap-a	Fn1	Sdc4	Fn1–Sdc4	1	1	1	0.480668809370163	0.004329004329004329	0.02656641604010025	1.1361145561878108	False
Cap-a	Cap	S100a9	Tlr4	S100a9–Tlr4	1	1	1	0.4804641684204096	0.004329004329004329	0.011806375442739079	1.1356308643873971	False
Epithelial	Cap	Efna5	Epha2	Efna5–Epha2	2	2	1	0.3409507579967792	0.021645021645021644	0.104483087533935	1.135121886718234	False
Epithelial	Cap-a	Mfge8	Itgav	Mfge8–Itgav	1	1	1	0.4253183106504328	0.0021645021645021645	0.00885967035035358	1.1333210235317632	False
Mural	Cap-a	Lamb1	Itgb1	Lamb1–Itgb1	1	1	1	0.42523651663782136	0.0021645021645021645	0.006563329143974305	1.1331030717724095	False
Fibroblast	Cap-a	Inhba	Eng	Inhba–Eng	1	1	1	0.5176238626261043	0.006493506493506494	0.016896368937185265	1.13231292509401	False
Mural	Cap	Itgb3bp	Itgb3	Itgb3bp–Itgb3	1	1	1	0.6795375872880249	0.021645021645021644	0.042867701404286765	1.131186791767781	False
Epithelial	Cap	Tnfsf10	Tnfrsf11b	Tnfsf10–Tnfrsf11b	1	1	1	0.5753269596234278	0.010822510822510822	0.029523477799339868	1.130904078819054	False
Mural	Cap	Igfbp2	Igf1	Igfbp2–Igf1	2	2	1	0.4009657541140348	0.03896103896103896	0.07157548334018922	1.1302177850908253	False
Fibroblast	Cap	Nid1	Itgb3	Nid1–Itgb3	1	1	1	0.7734308960077447	0.03463203463203463	0.06884479523704705	1.1296128336078193	False
Epithelial	Cap-a	Fn1	Itga9	Fn1–Itga9	1	1	1	0.5163084568177849	0.006493506493506494	0.02077291640398437	1.1294354476320028	False
Epithelial	Cap	Col4a1	Itgb1	Col4a1–Itgb1	2	2	1	0.2117372910031965	0.0021645021645021645	0.009397106958082567	1.1284081467953195	False
Fibroblast	Cap	Farp2	Plxna4	Farp2–Plxna4	2	2	1	0.21149000086280223	0.0021645021645021645	0.007373677498158825	1.127090267418848	False
Lymphoid	Cap	Hsp90b1	Tlr4	Hsp90b1–Tlr4	2	1	1	0.4228169093993783	0.0021645021645021645	0.016339351705205365	1.126655684760495	False
Mural	Cap-a	Col1a1	Itgb1	Col1a1–Itgb1	1	1	1	0.4227890700967434	0.0021645021645021645	0.006563329143974305	1.1265815029861237	False
Epithelial	Cap	Rps27a	Tlr4	Rps27a–Tlr4	2	1	1	0.42250271680795115	0.0021645021645021645	0.009397106958082567	1.1258184739929693	False
Myeloid	Cap-a	F13a1	Itgb1	F13a1–Itgb1	1	1	1	0.4223709726983733	0.0021645021645021645	0.009218054672600126	1.125467423108556	False
Cap	Cap	App	Tnfrsf21	App–Tnfrsf21	2	1	1	0.4220932596409743	0.0021645021645021645	0.0073701298701298705	1.1247274172386506	False
Fibroblast	Cap	Ubb	Tlr4	Ubb–Tlr4	2	1	1	0.4217893828973114	0.0021645021645021645	0.007373677498158825	1.123917694512091	False
Fibroblast	Cap-a	Lama4	Itgav	Lama4–Itgav	1	1	1	0.4206969919871755	0.0021645021645021645	0.00716815651880587	1.1210068638392268	False
Lymphoid	Cap	Ubb	Tlr4	Ubb–Tlr4	2	1	1	0.42051787511809	0.0021645021645021645	0.016339351705205365	1.1205295815113316	False
Mural	Cap	Hsp90b1	Tlr4	Hsp90b1–Tlr4	2	1	1	0.419782110509747	0.0021645021645021645	0.0065581184984170055	1.118569032251812	False
Myeloid	Cap-a	Calr	Itga3	Calr–Itga3	1	1	1	0.4194253354933952	0.0021645021645021645	0.009218054672600126	1.1176183545674114	False
Epithelial	Cap-a	Calm1	Plpp6	Calm1–Plpp6	1	1	1	0.5923015375037988	0.012987012987012988	0.036111567757137385	1.1173713570063173	False
Lymphoid	Cap-a	Tgfb1	Eng	Tgfb1–Eng	1	1	1	0.4180534473957547	0.0021645021645021645	0.016604010025062656	1.1139627639566727	False
Mural	Cap-a	Col4a2	Cd93	Col4a2–Cd93	1	1	1	0.41750286779625423	0.0021645021645021645	0.006563329143974305	1.1124956664449588	False
Fibroblast	Cap-a	Fn1	Itga2	Fn1–Itga2	1	1	1	0.4170023291457561	0.0021645021645021645	0.00716815651880587	1.1111619101464532	False
Fibroblast	Cap	Sdc1	Adgra2	Sdc1–Adgra2	2	2	1	0.208232123462748	0.0021645021645021645	0.007373677498158825	1.1097281136760477	False
Epithelial	Cap-a	Csf2	Il3ra	Csf2–Il3ra	1	1	1	0.5374610450969803	0.008658008658008658	0.026414943081609746	1.108557468841472	False
Mural	Cap	Nid1	Itga3	Nid1–Itga3	2	2	1	0.20790830655260173	0.0021645021645021645	0.0065581184984170055	1.1080024014137064	False
Lymphoid	Cap	Cd14	Tlr4	Cd14–Tlr4	2	2	1	0.2810130046933115	0.010822510822510822	0.04999353879950895	1.1047587737479734	False
Fibroblast	Cap	Calr	Itga3	Calr–Itga3	2	1	1	0.4144512832056866	0.0021645021645021645	0.007373677498158825	1.104364286052972	False
Lymphoid	Cap-a	Sema4c	Plxnb2	Sema4c–Plxnb2	1	1	1	0.6456118649880072	0.01948051948051948	0.07673745173745174	1.1042541891941595	False
Myeloid	Cap	Tgfb1	Eng	Tgfb1–Eng	2	2	1	0.2069536819694453	0.0021645021645021645	0.009606831524639745	1.1029149359433537	False
Epithelial	Cap	Ubc	Tlr4	Ubc–Tlr4	2	1	1	0.4136991100628302	0.0021645021645021645	0.009397106958082567	1.102360013923631	False
Fibroblast	Cap	Hsp90b1	Tlr4	Hsp90b1–Tlr4	2	1	1	0.41361854760769234	0.0021645021645021645	0.007373677498158825	1.1021453438240167	False
Mural	Cap	Fgf18	Fgfr1	Fgf18–Fgfr1	2	1	1	0.4130237664567711	0.0021645021645021645	0.0065581184984170055	1.1005604650030023	False
Lymphoid	Cap	Rps27a	Tlr4	Rps27a–Tlr4	2	1	1	0.4130114115259018	0.0021645021645021645	0.016339351705205365	1.100527543535603	False
Cap-a	Cap	Tln1	Itgb3	Tln1–Itgb3	1	1	1	0.7802723802866147	0.03896103896103896	0.07468569768889258	1.0996920714135072	False
Mural	Cap-a	Col1a1	Cd93	Col1a1–Cd93	1	1	1	0.41246183540062553	0.0021645021645021645	0.006563329143974305	1.0990631199234284	False
Fibroblast	Cap-a	Mdk	Sdc3	Mdk–Sdc3	1	1	1	0.4124500084904099	0.0021645021645021645	0.00716815651880587	1.0990316054420266	False
Mural	Cap-a	Col5a2	Itgb1	Col5a2–Itgb1	1	1	1	0.4112485539428432	0.0021645021645021645	0.006563329143974305	1.0958301592228576	False
Lymphoid	Cap	Ccl3	Ackr2	Ccl3–Ackr2	2	1	1	0.4108983625879652	0.0021645021645021645	0.016339351705205365	1.094897024639173	False
Myeloid	Cap-a	Col1a2	Sdc4	Col1a2–Sdc4	1	1	1	0.4108754956322622	0.0021645021645021645	0.009218054672600126	1.0948360923891536	False
Fibroblast	Cap	Ubc	Tlr4	Ubc–Tlr4	2	1	1	0.41043605854251086	0.0021645021645021645	0.007373677498158825	1.0936651498741858	False
Fibroblast	Cap	Dusp18	Cd151	Dusp18–Cd151	2	2	1	0.28977280588524157	0.012987012987012988	0.03055111078033714	1.0933074214194283	False
Cap	Cap	Ccl25	Ackr2	Ccl25–Ackr2	2	2	1	0.2498748224854146	0.006493506493506494	0.017547928262213977	1.0932127036043549	False
Fibroblast	Cap	Fbn1	Itgb1	Fbn1–Itgb1	2	2	1	0.20486515656373872	0.0021645021645021645	0.007373677498158825	1.0917845910172315	False
Fibroblast	Cap	Fgf2	Fgfr1	Fgf2–Fgfr1	2	1	1	0.409475630303229	0.0021645021645021645	0.007373677498158825	1.0911059524732858	False
Cap	Cap-a	Sparc	Pdgfd	Sparc–Pdgfd	1	1	1	0.46105944131216603	0.004329004329004329	0.0137012987012987	1.0897656189278146	False
Cap	Cap	Rps27a	Tlr4	Rps27a–Tlr4	2	1	1	0.4089564938531527	0.0021645021645021645	0.0073701298701298705	1.0897226396973714	False
Lymphoid	Cap-a	Lta	Ltbr	Lta–Ltbr	1	1	1	0.528144500061837	0.008658008658008658	0.04171585989767808	1.089341330896735	False
Fibroblast	Cap-a	Ror1	Fzd4	Ror1–Fzd4	1	1	1	0.40871347045983697	0.0021645021645021645	0.00716815651880587	1.0890750693625002	False
Myeloid	Cap	Fn1	Plaur	Fn1–Plaur	2	1	1	0.4083122241941197	0.0021645021645021645	0.009606831524639745	1.0880058917203348	False
Mural	Cap-a	Col5a1	Itgb1	Col5a1–Itgb1	1	1	1	0.40828934915505855	0.0021645021645021645	0.006563329143974305	1.08794493793106	False
Cap-a	Cap	Tgfb1	Itgb3	Tgfb1–Itgb3	1	1	1	0.7304076738532803	0.032467532467532464	0.06471933382232385	1.0872488662517232	False
Mural	Cap-a	Bmp4	Acvr1	Bmp4–Acvr1	1	1	1	0.45921851747388587	0.004329004329004329	0.011585093435627244	1.0854143892895867	False
Cap	Cap	Sema7a	Itgb1	Sema7a–Itgb1	2	2	1	0.22955591296212408	0.004329004329004329	0.012652583468034112	1.0851622118647097	False
Epithelial	Cap-a	Adam15	Itgb1	Adam15–Itgb1	1	1	1	0.4590191213984576	0.004329004329004329	0.015014809751651856	1.084943094336961	False
Lymphoid	Cap	Sema4c	Plxnb2	Sema4c–Plxnb2	1	1	1	0.615507131031189	0.017316017316017316	0.07051720209614946	1.0842478106434255	False
Lymphoid	Cap	Hmgb1	Tlr4	Hmgb1–Tlr4	2	1	1	0.40688899169057535	0.0021645021645021645	0.016339351705205365	1.0842134866504147	False
Cap-a	Cap	Icam1	Itgal	Icam1–Itgal	1	1	1	0.7403506899323267	0.03463203463203463	0.06857828640006858	1.0812984651050004	False
Myeloid	Cap-a	Sell	Cd34	Sell–Cd34	1	1	1	0.5497378713271299	0.010822510822510822	0.03450737743931461	1.080604325185945	False
Mural	Cap-a	Tgfb1	Eng	Tgfb1–Eng	1	1	1	0.45712210188364466	0.004329004329004329	0.011585093435627244	1.08045927628566	False
Epithelial	Cap	Sftpd	Tlr4	Sftpd–Tlr4	2	1	1	0.4046066227537586	0.0021645021645021645	0.009397106958082567	1.0781317905776673	False
Fibroblast	Cap-a	Igf1	Insr	Igf1–Insr	1	1	1	0.4559239367900547	0.004329004329004329	0.012265512265512266	1.0776272789165622	False
Epithelial	Cap-a	Tgfb2	Eng	Tgfb2–Eng	1	1	1	0.4556353456640281	0.004329004329004329	0.015014809751651856	1.076945161473795	False
Mural	Cap	Adam12	Itgb1	Adam12–Itgb1	2	1	1	0.4037037287536829	0.0021645021645021645	0.0065581184984170055	1.0757259013255878	False
Fibroblast	Cap	Vegfd	Itgb1	Vegfd–Itgb1	2	2	1	0.2016873353233759	0.0021645021645021645	0.007373677498158825	1.0748490792814622	False
Mural	Cap	Tgm2	Itgb3	Tgm2–Itgb3	1	1	1	0.6078545791964873	0.017316017316017316	0.035417143729486296	1.0707674427414162	False
Cap	Cap	Hsp90b1	Tlr4	Hsp90b1–Tlr4	2	1	1	0.40156540386164297	0.0021645021645021645	0.0073701298701298705	1.0700280310608818	False
Lymphoid	Cap-a	Ccl3	Ackr2	Ccl3–Ackr2	1	1	1	0.6070073480419524	0.017316017316017316	0.06914546640574037	1.0692750010163719	False
Epithelial	Cap	Sema3c	Nrp1	Sema3c–Nrp1	2	2	1	0.2005788876662078	0.0021645021645021645	0.009397106958082567	1.0689418469714682	False
Cap	Cap-a	Lama5	Itga3	Lama5–Itga3	1	1	1	0.4011413651147997	0.0021645021645021645	0.007919825838900984	1.068898119616781	False
Myeloid	Cap-a	C3	Cd81	C3–Cd81	1	1	1	0.4881338746130153	0.006493506493506494	0.022216547497446375	1.0678029652581589	False
Cap	Cap	Ubb	Tlr4	Ubb–Tlr4	2	1	1	0.40017571638645766	0.0021645021645021645	0.0073701298701298705	1.0663250114815983	False
Lymphoid	Cap-a	Tnf	Ltbr	Tnf–Ltbr	1	1	1	0.4508577458429599	0.004329004329004329	0.02656641604010025	1.0656527693015878	False
Epithelial	Cap	Csf2	Itga9	Csf2–Itga9	2	2	1	0.302380725354104	0.017316017316017316	0.04371987350710755	1.0653187361020033	False
Mural	Cap-a	Dusp18	Itgb1	Dusp18–Itgb1	1	1	1	0.6717330612247734	0.025974025974025976	0.052365864698304385	1.0650063892844075	False
Mural	Cap-a	Gnai2	S1pr1	Gnai2–S1pr1	1	1	1	0.39929759095659456	0.0021645021645021645	0.006563329143974305	1.0639851216013818	False
Epithelial	Cap	Sema3a	Nrp2	Sema3a–Nrp2	2	1	1	0.39900898917796424	0.0021645021645021645	0.009397106958082567	1.0632161011878234	False
Epithelial	Cap	Timp1	Cd63	Timp1–Cd63	1	1	1	0.4493705672445436	0.004329004329004329	0.014747612833737236	1.0621376561501317	False
Epithelial	Cap	Adam15	Itga9	Adam15–Itga9	2	2	1	0.3185105825523764	0.021645021645021644	0.052419236092705476	1.0604121707510406	False
Myeloid	Cap	Tgm2	Itgb3	Tgm2–Itgb3	1	1	1	0.7520846154399874	0.03896103896103896	0.09350649350649351	1.0599650961983673	False
Fibroblast	Cap	Efnb1	Epha2	Efnb1–Epha2	2	2	1	0.22416390280143927	0.004329004329004329	0.012648087381183466	1.0596729722417202	False
Mural	Cap	Adam15	Itga9	Adam15–Itga9	2	2	1	0.30048038326064996	0.017316017316017316	0.035417143729486296	1.058623633314651	False
Myeloid	Cap	Adam17	Itgb1	Adam17–Itgb1	2	2	1	0.19855338565912728	0.0021645021645021645	0.009606831524639745	1.0581473716321885	False
Lymphoid	Cap	Tyrobp	Sema6d	Tyrobp–Sema6d	2	2	1	0.2690851210706837	0.010822510822510822	0.04999353879950895	1.0578661607220239	False
Mural	Cap-a	Fbn1	Itgb1	Fbn1–Itgb1	1	1	1	0.3969521555827953	0.0021645021645021645	0.006563329143974305	1.0577353760534023	False
Fibroblast	Cap	Pros1	Axl	Pros1–Axl	2	2	1	0.38159789432487967	0.04112554112554113	0.07944486885663356	1.057704171035896	False
Epithelial	Cap	Il1rn	Il1r1	Il1rn–Il1r1	2	2	1	0.3684521589582157	0.0367965367965368	0.07939131575495212	1.0568630543494133	False
Fibroblast	Cap	Lamb2	Itgb1	Lamb2–Itgb1	2	2	1	0.1982852004843254	0.0021645021645021645	0.007373677498158825	1.0567181366841907	False
Cap	Cap	Cxcl12	Sdc4	Cxcl12–Sdc4	2	2	1	0.2554236929707967	0.008658008658008658	0.022249448664543005	1.053664614933182	False
Mural	Cap	Ibsp	Itgav	Ibsp–Itgav	1	1	1	0.4811047610451662	0.006493506493506494	0.11915584415584417	1.0524266336793764	False
Mural	Cap-a	Dusp18	Cd151	Dusp18–Cd151	1	1	1	0.6317230342121003	0.021645021645021644	0.044594674731661024	1.0515926796751405	False
Fibroblast	Cap	Rps27a	Tlr4	Rps27a–Tlr4	2	1	1	0.39450240944603454	0.0021645021645021645	0.007373677498158825	1.051207679667933	False
Myeloid	Cap	Ubb	Tlr4	Ubb–Tlr4	2	1	1	0.3937456638072312	0.0021645021645021645	0.009606831524639745	1.0491912234739587	False
Epithelial	Cap	Vegfd	Nrp2	Vegfd–Nrp2	2	2	1	0.25386423946827585	0.008658008658008658	0.0245597695796899	1.0472316135341	False
Cap-a	Cap-a	Calm1	Plpp6	Calm1–Plpp6	1	1	1	0.5753594876108634	0.015151515151515152	0.03578336557059962	1.0468918664388234	False
Mural	Cap	Il17rd	Fgfr1	Il17rd–Fgfr1	2	2	1	0.25291445853641736	0.008658008658008658	0.020029353362686696	1.0433136114560704	False
Myeloid	Cap	Tgfb1	Itgb3	Tgfb1–Itgb3	1	1	1	0.7399461385957133	0.03896103896103896	0.09350649350649351	1.042857497516249	False
Cap-a	Cap	Calr	Itgav	Calr–Itgav	1	1	1	0.39135627995382727	0.0021645021645021645	0.006764069264069264	1.0428243709624625	False
Cap	Cap-a	Tgm2	Adgrg1	Tgm2–Adgrg1	1	1	1	0.5053916318641676	0.008658008658008658	0.02312455477012439	1.0424116748627041	False
Mural	Cap	Tgm2	Itgb1	Tgm2–Itgb1	2	2	1	0.3939448546191766	0.047619047619047616	0.2554029781563243	1.0417629756772482	False
Cap	Cap-a	Fn1	Itga2	Fn1–Itga2	1	1	1	0.39094630788058193	0.0021645021645021645	0.007919825838900984	1.0417319421672873	False
Fibroblast	Cap	Vegfc	Nrp2	Vegfc–Nrp2	2	1	1	0.39085558856530467	0.0021645021645021645	0.007373677498158825	1.0414902076718058	False
Epithelial	Cap-a	Icam1	Il2rg	Icam1–Il2rg	1	1	1	0.3907463113046541	0.0021645021645021645	0.00885967035035358	1.0411990228961023	False
Epithelial	Cap	Ubb	Tlr4	Ubb–Tlr4	2	1	1	0.3906654764074655	0.0021645021645021645	0.009397106958082567	1.040983626835964	False
Fibroblast	Cap-a	Col4a2	Cd93	Col4a2–Cd93	1	1	1	0.39058160233819983	0.0021645021645021645	0.00716815651880587	1.040760132470338	False
Myeloid	Cap	Rps27a	Tlr4	Rps27a–Tlr4	2	1	1	0.3904081632660861	0.0021645021645021645	0.009606831524639745	1.040297979438582	False
Fibroblast	Cap	Dusp18	Itgb1	Dusp18–Itgb1	2	2	1	0.33524000197750725	0.02813852813852814	0.058044551763144735	1.0397124190492186	False
Myeloid	Cap	Ubc	Tlr4	Ubc–Tlr4	2	1	1	0.3899415812933522	0.0021645021645021645	0.009606831524639745	1.0390547055289976	False
Myeloid	Cap	Col3a1	Adgrg1	Col3a1–Adgrg1	2	1	1	0.3896926163719443	0.0021645021645021645	0.009606831524639745	1.038391303148973	False
Lymphoid	Cap	Csf2	Itgb1	Csf2–Itgb1	2	1	1	0.5276017207375536	0.010822510822510822	0.04999353879950895	1.0370919144213073	False
Cap	Cap	Plxna4	Sema6a	Plxna4–Sema6a	2	2	1	0.19459402573843954	0.0021645021645021645	0.0073701298701298705	1.0370468183501902	False
Cap	Cap	Sema6a	Plxna4	Sema6a–Plxna4	2	2	1	0.19459402573843954	0.0021645021645021645	0.0073701298701298705	1.0370468183501902	False
Fibroblast	Cap	Efna4	Epha2	Efna4–Epha2	2	1	2	0.19455647770700346	0.0021645021645021645	0.007373677498158825	1.036846714228862	False
Lymphoid	Cap-a	Tgm2	Itga9	Tgm2–Itga9	1	1	1	0.6382501855599054	0.023809523809523808	0.08955453149001535	1.0360391608064448	False
Lymphoid	Cap-a	Col1a2	Sdc4	Col1a2–Sdc4	1	1	1	0.5022463897290006	0.008658008658008658	0.04171585989767808	1.0359243550986734	False
Myeloid	Cap-a	Ccl12	Ackr2	Ccl12–Ackr2	1	1	1	0.6219078589118059	0.021645021645021644	0.0613107822410148	1.0352539268728287	False
Lymphoid	Cap	H2-D1	Canx	H2-D1–Canx	2	2	1	0.19400217486437699	0.0021645021645021645	0.016339351705205365	1.033892676985597	False
Fibroblast	Cap-a	Fgf7	Fgfr1	Fgf7–Fgfr1	1	1	1	0.38760180895894436	0.0021645021645021645	0.00716815651880587	1.0328200499534894	False
Cap	Cap-a	Cxcl12	Ackr3	Cxcl12–Ackr3	1	1	1	0.3869790289635686	0.0021645021645021645	0.007919825838900984	1.0311605642362747	False
Cap	Cap	Itgb3bp	Itgb3	Itgb3bp–Itgb3	1	1	1	0.5245701553132502	0.010822510822510822	0.027196051181291033	1.0311328512378342	False
Lymphoid	Cap	Lamb3	Itgb1	Lamb3–Itgb1	2	2	1	0.33920553380974705	0.030303030303030304	0.5656565656565656	1.030176663147642	False
Cap	Cap-a	Tgfb1	Eng	Tgfb1–Eng	1	1	1	0.385443345001125	0.0021645021645021645	0.007919825838900984	1.027068516288759	False
Epithelial	Cap-a	Wnt3a	Atp6ap2	Wnt3a–Atp6ap2	1	1	1	0.43430364863903925	0.004329004329004329	0.015014809751651856	1.0265253068341018	False
Fibroblast	Cap	Col5a1	Itgb1	Col5a1–Itgb1	2	2	1	0.19261034096676521	0.0021645021645021645	0.007373677498158825	1.0264751989324405	False
