source	target	ligand	receptor	pair	ages_tested	positive_ages	nominal_ages	median_delta	min_p	min_fdr	priority_score	reported_in_external_p53_cellchat
Myeloid	Cap-a	Col4a1	Itga2	Col4a1–Itga2	1	0	0	-0.006320531785842576	0.9264069264069265	0.963544070143055	0.0	False
Mural	Cap	Sfrp2	Wnt4	Sfrp2–Wnt4	1	0	0	-0.006407771753173419	0.9848484848484849	0.9909503961548571	0.0	False
Myeloid	Cap	Cxcl12	Itgb1	Cxcl12–Itgb1	2	1	0	-0.0064085748899160855	0.8917748917748918	0.9440559440559441	0.0	False
Mural	Cap-a	Lamb2	Rpsa	Lamb2–Rpsa	1	0	0	-0.006425392303656352	0.8701298701298701	0.9075418340328187	0.0	False
Lymphoid	Cap	Col4a3	Sdc1	Col4a3–Sdc1	2	1	0	-0.006435899808646894	0.7662337662337663	0.9041931603368276	0.0	False
Fibroblast	Cap-a	Col5a1	Sdc3	Col5a1–Sdc3	1	0	0	-0.006440054798921402	0.8939393939393939	0.9342399403874814	0.0	False
Fibroblast	Cap	Adam17	Itga5	Adam17–Itga5	2	1	0	-0.006620429044790432	0.5627705627705628	0.6745031124593169	0.0	False
Cap-a	Cap-a	Ryk	Fzd1	Ryk–Fzd1	1	0	0	-0.00671976381457684	0.9675324675324676	0.9798914589060576	0.0	False
Mural	Cap-a	Ccl7	Ccr2	Ccl7–Ccr2	1	0	0	-0.006759853990520481	0.9935064935064936	0.9935064935064936	0.0	False
Myeloid	Cap-a	Thbs3	Sdc4	Thbs3–Sdc4	1	0	0	-0.0067730105841175	0.9761904761904762	0.9886363636363636	0.0	False
Myeloid	Cap	Actr2	Ldlr	Actr2–Ldlr	2	1	1	-0.006918252178248707	0.008658008658008658	0.19985569985569984	0.0	False
Myeloid	Cap-a	Lif	Il6st	Lif–Il6st	1	0	0	-0.007004632472866756	0.9805194805194806	0.9886363636363636	0.0	False
Cap	Cap	Psen1	Ncstn	Psen1–Ncstn	2	1	0	-0.007091237266498851	0.645021645021645	0.7345480606350172	0.0	False
Fibroblast	Cap	Lingo1	Rtn4	Lingo1–Rtn4	2	1	0	-0.007140321112980796	0.22943722943722944	0.3381830617019127	0.0	False
Epithelial	Cap-a	Plxna1	Notch1	Plxna1–Notch1	1	0	0	-0.007208032841475642	0.9177489177489178	0.9494451127104188	0.0	False
Cap	Cap	Ptdss1	Scarb1	Ptdss1–Scarb1	2	1	1	-0.007523794784988214	0.0021645021645021645	0.0073701298701298705	0.0	False
Cap	Cap	Scarb1	Ptdss1	Scarb1–Ptdss1	2	1	1	-0.007523794784988214	0.0021645021645021645	0.0073701298701298705	0.0	False
Cap	Cap	Col1a1	Cd93	Col1a1–Cd93	2	1	1	-0.007542449411312546	0.04329004329004329	0.20355596784168212	0.0	False
Cap	Cap-a	Ubc	Tgfbr1	Ubc–Tgfbr1	1	0	0	-0.007563345818066836	0.9090909090909091	0.9387512976419989	0.0	False
Mural	Cap-a	Adm	Ramp2	Adm–Ramp2	1	0	0	-0.007563821029565432	0.9783549783549783	0.9849035391204065	0.0	False
Myeloid	Cap	Col5a1	Itgb1	Col5a1–Itgb1	2	0	0	-0.007706389139910064	0.9437229437229437	0.9676146638171955	0.0	False
Cap	Cap	Calm1	Fas	Calm1–Fas	2	0	0	-0.007934616921518423	0.8722943722943723	0.9153042643027235	0.0	False
Epithelial	Cap	Fbn1	Itgav	Fbn1–Itgav	2	1	1	-0.007995042548015086	0.01948051948051948	0.23662777900066034	0.0	False
Fibroblast	Cap	Uba52	Ldlr	Uba52–Ldlr	2	1	1	-0.00804650212108493	0.015151515151515152	0.1825284090909091	0.0	False
Epithelial	Cap	Farp2	Plxna1	Farp2–Plxna1	2	1	0	-0.008106314597617681	0.3722943722943723	0.5259396687968116	0.0	False
Fibroblast	Cap	Il11	Il11ra1	Il11–Il11ra1	2	1	0	-0.008120623533349303	0.6948051948051948	0.7878937360981559	0.0	False
Fibroblast	Cap	Csf1	Csf1r	Csf1–Csf1r	1	0	0	-0.008178853619630333	0.9913419913419913	0.9925509449899693	0.0	False
Mural	Cap	Il18	Il1rl2	Il18–Il1rl2	1	0	0	-0.008514075810665545	1.0	1.0	-0.0	False
Epithelial	Cap-a	Nxph3	Nrxn2	Nxph3–Nrxn2	1	0	0	-0.008570391847673164	0.974025974025974	0.9844833081029399	0.0	False
Lymphoid	Cap-a	Col1a1	Itga2	Col1a1–Itga2	1	0	0	-0.009035479680274072	0.9588744588744589	0.9934143870314084	0.0	False
Fibroblast	Cap	Thbs2	Itgb1	Thbs2–Itgb1	2	1	0	-0.009040372061110968	0.7229437229437229	0.9210069738790365	0.0	False
Mural	Cap	Sdc2	Adgra2	Sdc2–Adgra2	2	1	0	-0.00909873260338534	0.5021645021645021	0.848404255319149	0.0	False
Fibroblast	Cap	Inhba	Acvr2a	Inhba–Acvr2a	2	0	0	-0.009160122880015109	0.9004329004329005	0.95126119067069	0.0	False
Cap	Cap	Lyz1	Itgal	Lyz1–Itgal	1	0	0	-0.009183643350208381	0.9372294372294372	0.9569014194201599	0.0	False
Mural	Cap	Tgfb2	Tgfbr2	Tgfb2–Tgfbr2	2	1	0	-0.009363008135666817	0.170995670995671	0.3042580501144037	0.0	False
Cap	Cap	Il6	Il6ra	Il6–Il6ra	1	0	0	-0.009460117766658449	0.9935064935064936	0.997135217723453	0.0	False
Cap-a	Cap	Nrxn2	Adgrl1	Nrxn2–Adgrl1	1	0	0	-0.009477951819758967	0.9523809523809523	0.9603841536614646	0.0	False
Epithelial	Cap-a	Igf1	Igf2r	Igf1–Igf2r	1	0	0	-0.00952685667399722	0.9956709956709957	0.9971841734759669	0.0	False
Epithelial	Cap-a	Bmp5	Acvrl1	Bmp5–Acvrl1	1	0	0	-0.009588940868605178	0.8614718614718615	0.9141867257809286	0.0	False
Cap	Cap-a	Pdgfa	Pdgfrb	Pdgfa–Pdgfrb	1	0	0	-0.009651311171970267	0.9696969696969697	0.9786641929499073	0.0	False
Mural	Cap-a	Adam17	Itga5	Adam17–Itga5	1	0	0	-0.009749212020722542	0.9047619047619048	0.9345892203035061	0.0	False
Myeloid	Cap	Col4a4	Cd93	Col4a4–Cd93	2	1	0	-0.009765976315491587	0.79004329004329	0.8766233766233765	0.0	False
Lymphoid	Cap-a	Csf2	Sdc2	Csf2–Sdc2	1	0	0	-0.0104036645118466	0.9935064935064936	0.9986453201970444	0.0	False
Mural	Cap	Has2	Hmmr	Has2–Hmmr	1	0	0	-0.010563276934210108	0.9545454545454546	0.9904444403739185	0.0	False
Epithelial	Cap	Calm1	Kcnq1	Calm1–Kcnq1	2	1	1	-0.010636802175604476	0.02813852813852814	0.06380456061984725	0.0	False
Myeloid	Cap-a	Nid1	Itga3	Nid1–Itga3	1	0	0	-0.010648553217405432	0.961038961038961	0.9820012202562538	0.0	False
Fibroblast	Cap	Bmp6	Acvr1	Bmp6–Acvr1	2	1	0	-0.010791341645976615	0.3917748917748918	0.5121770480050736	0.0	False
Lymphoid	Cap-a	Uba52	Tgfbr1	Uba52–Tgfbr1	1	0	0	-0.010943914295613144	0.9199134199134199	0.9858630952380953	0.0	False
Myeloid	Cap-a	Sparc	Pdgfd	Sparc–Pdgfd	1	0	0	-0.011006167736039352	0.9025974025974026	0.9576338295850492	0.0	False
Fibroblast	Cap	Col1a1	Cd93	Col1a1–Cd93	2	1	0	-0.011036113253021007	0.27056277056277056	0.3829862666069562	0.0	False
Fibroblast	Cap-a	Pomc	Adrb2	Pomc–Adrb2	1	0	0	-0.011394611483883432	0.961038961038961	0.9763543229678688	0.0	False
Myeloid	Cap	Csf1	Csf1r	Csf1–Csf1r	1	0	0	-0.011490227981942214	0.9805194805194806	0.9857263479554502	0.0	False
Fibroblast	Cap-a	Lama5	Dag1	Lama5–Dag1	1	0	0	-0.011526036181979116	0.8268398268398268	0.8760837500449689	0.0	False
Lymphoid	Cap	Col1a1	Flt4	Col1a1–Flt4	2	1	0	-0.011712255244023417	0.11471861471861472	0.2910279611099283	0.0	False
Cap	Cap	Col1a1	Flt4	Col1a1–Flt4	2	1	2	-0.01172146396339735	0.025974025974025976	0.09083633453381351	0.0	False
Mural	Cap	Sftpd	Ly96	Sftpd–Ly96	2	1	0	-0.011739361089514011	0.5974025974025974	0.7214503109699616	0.0	False
Lymphoid	Cap	Inhba	Acvr2a	Inhba–Acvr2a	1	0	0	-0.011818727872395574	0.9696969696969697	0.9982153607981423	0.0	False
Mural	Cap	Inhba	Acvr1b	Inhba–Acvr1b	2	1	0	-0.011893673345529265	0.6406926406926406	0.7637376551025576	0.0	False
Lymphoid	Cap	Ubb	Tgfbr2	Ubb–Tgfbr2	2	1	0	-0.01189701719326397	0.2683982683982684	0.5210437710437711	0.0	False
Lymphoid	Cap-a	Osm	Lifr	Osm–Lifr	1	0	0	-0.01230686837790218	0.9502164502164502	0.9934143870314084	0.0	False
Mural	Cap	Fn1	Col13a1	Fn1–Col13a1	2	1	0	-0.012342166549633493	0.525974025974026	0.6705505125773382	0.0	False
Cap	Cap	Fn1	Itga6	Fn1–Itga6	2	1	0	-0.012475643372777956	0.2943722943722944	0.40911741319904593	0.0	False
Myeloid	Cap-a	Lamb1	Itga3	Lamb1–Itga3	1	0	0	-0.012516061722766203	0.9329004329004329	0.963544070143055	0.0	False
Myeloid	Cap	Scarb1	Ptdss1	Scarb1–Ptdss1	2	1	1	-0.012562762728444588	0.0021645021645021645	0.009606831524639745	0.0	False
Cap-a	Cap	Col3a1	Itgb1	Col3a1–Itgb1	1	0	0	-0.012569551670097212	0.9199134199134199	0.9402862895196795	0.0	False
Epithelial	Cap	Mfap5	Notch1	Mfap5–Notch1	2	1	0	-0.012570443081359794	0.4090909090909091	0.559064735648229	0.0	False
Cap	Cap	Col3a1	Itgb1	Col3a1–Itgb1	2	1	1	-0.012638099276683246	0.012987012987012988	0.250445632798574	0.0	False
Cap-a	Cap-a	Hras	Insr	Hras–Insr	1	0	0	-0.013041199539468806	0.8701298701298701	0.9216070189352632	0.0	False
Myeloid	Cap	Calr	Scarf1	Calr–Scarf1	2	1	0	-0.0131975679642089	0.18181818181818182	0.31418181818181823	0.0	False
Fibroblast	Cap	Fgf2	Sdc3	Fgf2–Sdc3	2	0	0	-0.01327799590636003	0.7792207792207793	0.8564126636415793	0.0	False
Myeloid	Cap-a	Vegfb	Nrp1	Vegfb–Nrp1	1	0	0	-0.01332802960531243	0.9285714285714286	0.963544070143055	0.0	False
Fibroblast	Cap	Arpc5	Ldlr	Arpc5–Ldlr	2	1	1	-0.013346770823424725	0.010822510822510822	0.15171192443919718	0.0	False
Cap-a	Cap	Efna1	Epha2	Efna1–Epha2	1	0	0	-0.013404563263348379	0.8398268398268398	0.8893033411422203	0.0	False
Lymphoid	Cap	Jag2	Notch4	Jag2–Notch4	2	1	0	-0.013443854896628693	0.4675324675324675	0.8384192494621943	0.0	False
Cap	Cap	Mfng	Notch1	Mfng–Notch1	2	1	0	-0.01369392529501745	0.18614718614718614	0.28359336413027686	0.0	False
Epithelial	Cap-a	Adam17	Itga5	Adam17–Itga5	1	0	0	-0.01377747084333203	0.9047619047619048	0.9434147076552141	0.0	False
Lymphoid	Cap	Hras	Insr	Hras–Insr	2	1	0	-0.013858787711903187	0.3593073593073593	0.6076810257138126	0.0	False
Mural	Cap	Bmp2	Acvrl1	Bmp2–Acvrl1	2	1	0	-0.013882861956238113	0.09740259740259741	0.204934722721284	0.0	False
Epithelial	Cap	Tgfb2	Tgfbr2	Tgfb2–Tgfbr2	2	1	0	-0.013963140490032444	0.2510822510822511	0.3869492700661532	0.0	False
Lymphoid	Cap	Calm1	Hmmr	Calm1–Hmmr	1	0	0	-0.013989481057372188	0.9653679653679653	0.9924835825619116	0.0	False
Fibroblast	Cap-a	Tgm2	Tbxa2r	Tgm2–Tbxa2r	1	0	0	-0.014155956019266114	0.8722943722943723	0.9166280148423005	0.0	False
Epithelial	Cap-a	C3	Ifitm3	C3–Ifitm3	1	0	0	-0.014516898263632783	0.9025974025974026	0.9426492683228024	0.0	False
Fibroblast	Cap-a	Bmp8a	Acvr2b	Bmp8a–Acvr2b	1	0	0	-0.014534740701324989	0.9502164502164502	0.9705147989527161	0.0	False
Lymphoid	Cap-a	Wnt5a	Ldlr	Wnt5a–Ldlr	1	0	0	-0.014681376989930994	0.961038961038961	0.9934143870314084	0.0	False
Mural	Cap-a	Jmjd6	Ptdss1	Jmjd6–Ptdss1	1	0	0	-0.014733178095115651	0.816017316017316	0.8704184704184704	0.0	False
Myeloid	Cap-a	Apoc1	Vldlr	Apoc1–Vldlr	1	0	0	-0.01489781773651977	0.8636363636363636	0.9358621805241023	0.0	False
Cap	Cap-a	Adam17	Itga5	Adam17–Itga5	1	0	0	-0.015006132537969563	0.8722943722943723	0.9187393305529745	0.0	False
Myeloid	Cap-a	Lama5	Itga2	Lama5–Itga2	1	0	0	-0.015123029152329437	0.948051948051948	0.9736317645255251	0.0	False
Cap-a	Cap-a	Jmjd6	Ptdss1	Jmjd6–Ptdss1	1	0	0	-0.015157473808338207	0.8311688311688312	0.8992177413230045	0.0	False
Cap-a	Cap-a	Ptdss1	Jmjd6	Ptdss1–Jmjd6	1	0	0	-0.015157473808338207	0.8311688311688312	0.8992177413230045	0.0	False
Cap	Cap-a	Apoe	Vldlr	Apoe–Vldlr	1	0	0	-0.01521648037295531	0.9199134199134199	0.946837715130398	0.0	False
Mural	Cap	Rps27a	Tgfbr2	Rps27a–Tgfbr2	2	1	0	-0.015315091148514703	0.36363636363636365	0.4888621312462373	0.0	False
Mural	Cap-a	Ntn4	Unc5a	Ntn4–Unc5a	1	0	0	-0.01531828811788749	0.9935064935064936	0.9935064935064936	0.0	False
Fibroblast	Cap-a	Fbn1	Itga5	Fbn1–Itga5	1	0	0	-0.015325693671783824	0.8766233766233766	0.9186532645436756	0.0	False
Mural	Cap	App	Ncstn	App–Ncstn	2	1	0	-0.015376221755853958	0.09956709956709957	0.1639928698752228	0.0	False
Mural	Cap	Efna2	Epha2	Efna2–Epha2	2	1	0	-0.015601710023534165	0.22077922077922077	0.5700997314921366	0.0	False
Mural	Cap-a	Il17rd	Fgfr1	Il17rd–Fgfr1	1	0	0	-0.015717584335827706	0.9307359307359307	0.950969320534538	0.0	False
Fibroblast	Cap	Col4a3	Itga2	Col4a3–Itga2	2	1	0	-0.015751661020315444	0.43506493506493504	0.5546402355408566	0.0	False
Cap	Cap	Il15	Il2rg	Il15–Il2rg	2	1	0	-0.01579201343860448	0.05411255411255411	0.10068483429139166	0.0	False
Epithelial	Cap	Jam2	F11r	Jam2–F11r	1	0	0	-0.015803606971301676	0.8982683982683982	0.9588712137437774	0.0	False
Fibroblast	Cap-a	Erbb2	H2-Q7	Erbb2–H2-Q7	1	0	0	-0.01580875214240507	0.961038961038961	0.9763543229678688	0.0	False
Fibroblast	Cap	Ror2	Fzd5	Ror2–Fzd5	2	1	0	-0.015868592563826223	0.05194805194805195	0.09649174355056708	0.0	False
Myeloid	Cap-a	Clcf1	Il6st	Clcf1–Il6st	1	0	0	-0.015882577605501602	0.9242424242424242	0.963544070143055	0.0	False
Myeloid	Cap	Nid1	Itgb1	Nid1–Itgb1	2	1	0	-0.015922096501302052	0.6753246753246753	0.7985591051284482	0.0	False
Fibroblast	Cap-a	Fgf1	Fgfr1	Fgf1–Fgfr1	1	0	0	-0.016242392280672036	0.8982683982683982	0.9362061644077992	0.0	False
Fibroblast	Cap	Col1a1	Flt4	Col1a1–Flt4	2	1	1	-0.01630242389267389	0.030303030303030304	0.06173396495977141	0.0	False
Epithelial	Cap-a	Tnfsf10	Tnfrsf11b	Tnfsf10–Tnfrsf11b	1	0	0	-0.016493581563963744	0.9264069264069265	0.9554024483601948	0.0	False
Fibroblast	Cap	Psen1	Ncstn	Psen1–Ncstn	2	0	0	-0.016665417974228935	0.8073593073593074	0.8896987948371348	0.0	False
Cap	Cap	Nid1	Col13a1	Nid1–Col13a1	2	1	0	-0.01689099711055242	0.5800865800865801	0.7003519636452741	0.0	False
Cap-a	Cap-a	C3	Cd81	C3–Cd81	1	0	0	-0.01703711657160012	0.9264069264069265	0.9556800077246175	0.0	False
Cap	Cap	Col5a2	Itgb1	Col5a2–Itgb1	2	1	0	-0.017141378697185683	0.2619047619047619	0.3723531166119893	0.0	False
Mural	Cap	Ptn	Plxnb2	Ptn–Plxnb2	2	1	0	-0.01715705316244842	0.20562770562770563	0.3063664164581596	0.0	False
Cap	Cap-a	Cthrc1	Fzd5	Cthrc1–Fzd5	1	0	0	-0.017270521200702715	0.974025974025974	0.9786641929499073	0.0	False
Lymphoid	Cap	Calm1	Plpp6	Calm1–Plpp6	2	1	1	-0.01729976069649508	0.004329004329004329	0.026016055142268735	0.0	False
Epithelial	Cap	Plxna1	Sema6d	Plxna1–Sema6d	2	1	0	-0.017478060186013167	0.4199134199134199	0.5694825809111523	0.0	False
Mural	Cap	Farp2	Plxna4	Farp2–Plxna4	2	1	0	-0.017510619946963235	0.5757575757575758	0.6905689091804307	0.0	False
Cap-a	Cap-a	Nlgn2	Nrxn2	Nlgn2–Nrxn2	1	0	0	-0.01753265793065939	0.8917748917748918	0.932081101572627	0.0	False
Cap-a	Cap-a	Nrxn2	Nlgn2	Nrxn2–Nlgn2	1	0	0	-0.01753265793065939	0.8917748917748918	0.932081101572627	0.0	False
Fibroblast	Cap	B2m	Hfe	B2m–Hfe	2	1	1	-0.017555827322810025	0.006493506493506494	0.017422120363296836	0.0	False
Epithelial	Cap-a	Lama5	Dag1	Lama5–Dag1	1	0	0	-0.017618406633866712	0.7402597402597403	0.8310582092524171	0.0	False
Myeloid	Cap-a	Tgs1	Rxra	Tgs1–Rxra	1	0	0	-0.018021988123143373	0.935064935064935	0.963544070143055	0.0	False
Lymphoid	Cap-a	Notch1	Jag2	Notch1–Jag2	1	0	0	-0.018073484438955845	0.7813852813852814	0.9038643235071806	0.0	False
Mural	Cap-a	Ntn4	Unc5b	Ntn4–Unc5b	1	0	0	-0.01832860756642063	0.8506493506493507	0.8959220051657028	0.0	False
Fibroblast	Cap	Uba52	Acvr1	Uba52–Acvr1	2	0	0	-0.01834074366618421	0.7229437229437229	0.9662988986697194	0.0	False
Myeloid	Cap-a	Uba52	Acvr1	Uba52–Acvr1	1	0	0	-0.01843981129086192	0.9112554112554112	0.9617929730581376	0.0	False
Cap	Cap-a	Nid1	Ptprf	Nid1–Ptprf	1	0	0	-0.01844319622956414	0.9632034632034632	0.9770958208458208	0.0	False
Myeloid	Cap-a	Col5a1	Itgb1	Col5a1–Itgb1	1	0	0	-0.018450273897678837	0.9177489177489178	0.963544070143055	0.0	False
Fibroblast	Cap-a	Bmp6	Acvr1	Bmp6–Acvr1	1	0	0	-0.01847128577034729	0.9047619047619048	0.9391354913742973	0.0	False
Mural	Cap-a	Lama2	Itga2	Lama2–Itga2	1	0	0	-0.018850720732331183	0.6493506493506493	0.739866194411649	0.0	False
Cap-a	Cap	Calm1	Ptpra	Calm1–Ptpra	1	0	0	-0.01906417954102757	0.8138528138528138	0.8751105525299073	0.0	False
Cap	Cap-a	Jmjd6	Ptdss1	Jmjd6–Ptdss1	1	0	0	-0.01949886653524624	0.6926406926406926	0.7996576151121605	0.0	False
Cap-a	Cap	Ptdss1	Jmjd6	Ptdss1–Jmjd6	1	0	0	-0.01949886653524624	0.6926406926406926	0.7856038101784794	0.0	False
Cap-a	Cap-a	Crlf1	Il6st	Crlf1–Il6st	1	0	0	-0.01961596825695433	0.922077922077922	0.9529855619241094	0.0	False
Myeloid	Cap	Fn1	Itga8	Fn1–Itga8	2	1	0	-0.019723688651328675	0.1645021645021645	0.290456137867582	0.0	False
Epithelial	Cap-a	Tnc	Itga8	Tnc–Itga8	1	0	0	-0.019816370953106732	0.9545454545454546	0.9722495433469159	0.0	False
Epithelial	Cap	Pf4	Ldlr	Pf4–Ldlr	2	1	1	-0.02005971774721582	0.021645021645021644	0.23662777900066034	0.0	False
Lymphoid	Cap	Col4a4	Sdc4	Col4a4–Sdc4	1	0	0	-0.020085872789620485	0.9956709956709957	1.0	0.0	False
Epithelial	Cap-a	Pomc	Adrb2	Pomc–Adrb2	1	0	0	-0.020214375762104275	0.8874458874458875	0.9327381815420094	0.0	False
Epithelial	Cap-a	Fn1	Itga2	Fn1–Itga2	1	0	0	-0.020296273105556928	0.8722943722943723	0.9226998255890713	0.0	False
Fibroblast	Cap	Lefty1	Acvr2a	Lefty1–Acvr2a	2	1	0	-0.02041755311803506	0.1406926406926407	0.4893343371604241	0.0	False
Mural	Cap	Pf4	Ldlr	Pf4–Ldlr	2	1	0	-0.020512159658010898	0.816017316017316	0.8959740824147604	0.0	False
Cap	Cap	Efna2	Epha2	Efna2–Epha2	1	0	0	-0.020821876405608952	0.948051948051948	0.9971274079080771	0.0	False
Fibroblast	Cap	Fn1	Itga6	Fn1–Itga6	2	1	2	-0.020825918153146272	0.008658008658008658	0.022006888879953893	0.0	False
Epithelial	Cap-a	Col3a1	Itga2	Col3a1–Itga2	1	0	0	-0.021105280262021964	0.79004329004329	0.8648480533862594	0.0	False
Myeloid	Cap-a	Fn1	Il17rc	Fn1–Il17rc	1	0	0	-0.02126002990282938	0.8463203463203464	0.9236722059302704	0.0	False
Myeloid	Cap-a	Col16a1	Itgb1	Col16a1–Itgb1	1	0	0	-0.021578371179351574	0.9264069264069265	0.963544070143055	0.0	False
Epithelial	Cap	Serpinf1	Wnt4	Serpinf1–Wnt4	1	0	0	-0.021829185498060566	0.9935064935064936	0.9935064935064937	0.0	False
Lymphoid	Cap	Col5a2	Itga1	Col5a2–Itga1	2	1	1	-0.022302908015385148	0.0021645021645021645	0.016339351705205365	0.0	False
Epithelial	Cap	Nrp2	Kdr	Nrp2–Kdr	2	1	2	-0.022340719890515004	0.0021645021645021645	0.009397106958082567	0.0	False
Epithelial	Cap-a	Bmp4	Acvr1	Bmp4–Acvr1	1	0	0	-0.022374965579513795	0.7748917748917749	0.8568014759289926	0.0	False
Fibroblast	Cap-a	Lamb2	Dag1	Lamb2–Dag1	1	0	0	-0.022467040992498966	0.7186147186147186	0.7909931794823881	0.0	False
Mural	Cap	Pdgfc	Pdgfra	Pdgfc–Pdgfra	1	0	0	-0.022656722049786415	1.0	1.0	-0.0	False
Cap	Cap-a	Pf4	Sdc2	Pf4–Sdc2	1	0	0	-0.023142423321655725	0.974025974025974	0.9786641929499073	0.0	False
Cap	Cap	Lama5	Itga6	Lama5–Itga6	2	1	2	-0.02316035664037619	0.006493506493506494	0.017547928262213977	0.0	False
Mural	Cap	B2m	Hfe	B2m–Hfe	2	1	1	-0.023476842530481434	0.0021645021645021645	0.0065581184984170055	0.0	False
Myeloid	Cap	Cadm1	Nectin3	Cadm1–Nectin3	2	1	0	-0.023512040447924543	0.16666666666666666	0.2918918918918919	0.0	False
Myeloid	Cap	Lamb1	Itga3	Lamb1–Itga3	2	1	0	-0.02352342960812015	0.24891774891774893	0.5766567479629578	0.0	False
Cap-a	Cap-a	Col3a1	Itgb1	Col3a1–Itgb1	1	0	0	-0.02354363950870919	0.8701298701298701	0.9216070189352632	0.0	False
Fibroblast	Cap	Lama5	Dag1	Lama5–Dag1	2	1	1	-0.02355733400979143	0.004329004329004329	0.012648087381183466	0.0	False
Cap	Cap	Fn1	Itga8	Fn1–Itga8	2	1	0	-0.023638938532413056	0.22077922077922077	0.3254343059537865	0.0	False
Lymphoid	Cap	Calm1	Fas	Calm1–Fas	2	1	0	-0.023730541942691197	0.40476190476190477	0.6524677579365079	0.0	False
Cap-a	Cap	Ubb	Tgfbr2	Ubb–Tgfbr2	1	0	0	-0.02378372468055101	0.7056277056277056	0.7928401186828152	0.0	False
Myeloid	Cap-a	Pf4	Thbd	Pf4–Thbd	1	0	0	-0.023839508399931653	0.8722943722943723	0.9402252614641996	0.0	False
Mural	Cap	Tnfsf9	Traf2	Tnfsf9–Traf2	2	1	1	-0.024261442218259877	0.010822510822510822	0.023815389669048205	0.0	False
Mural	Cap	Sfrp1	Fzd6	Sfrp1–Fzd6	2	1	0	-0.024416590650989667	0.696969696969697	0.9236239950525665	0.0	False
Fibroblast	Cap	Col3a1	Itga2	Col3a1–Itga2	2	0	0	-0.02446726699028945	0.5714285714285714	0.6809040016587186	0.0	False
Fibroblast	Cap-a	Col4a3	Itga3	Col4a3–Itga3	1	0	0	-0.02454944126696601	0.9285714285714286	0.9531633025608929	0.0	False
Lymphoid	Cap-a	Bmp7	Acvr2b	Bmp7–Acvr2b	1	0	0	-0.02459609897305315	0.8939393939393939	0.974680170575693	0.0	False
Lymphoid	Cap	Adm	Adrb2	Adm–Adrb2	2	1	0	-0.024637996582914323	0.3917748917748918	0.6415572963192011	0.0	False
Fibroblast	Cap	Ror1	Fzd5	Ror1–Fzd5	2	1	0	-0.024722046461026714	0.06493506493506493	0.11691159717475506	0.0	False
Mural	Cap	Calm1	Hmmr	Calm1–Hmmr	1	0	0	-0.02494647615878165	0.9502164502164502	0.9904444403739185	0.0	False
Mural	Cap-a	Lefty1	Bmp6	Lefty1–Bmp6	1	0	0	-0.025061387842960414	0.8354978354978355	0.8886766227643174	0.0	False
Mural	Cap	Hras	Insr	Hras–Insr	2	1	0	-0.025131303826483542	0.22294372294372294	0.3267695000546986	0.0	False
Lymphoid	Cap	Ephb6	Efnb1	Ephb6–Efnb1	1	0	0	-0.02523307449595169	0.8917748917748918	0.9583483645983646	0.0	False
Myeloid	Cap-a	Mdk	Itgb1	Mdk–Itgb1	1	0	0	-0.025363212858093842	0.9047619047619048	0.9582608695652174	0.0	False
Myeloid	Cap	Lamb2	Itgb1	Lamb2–Itgb1	2	1	0	-0.02539575266473104	0.2792207792207792	0.4307977736549165	0.0	False
Fibroblast	Cap	Ngf	Maged1	Ngf–Maged1	1	0	0	-0.025519780757845556	0.9437229437229437	0.9953630500826123	0.0	False
Cap	Cap-a	Pdgfd	Pdgfrb	Pdgfd–Pdgfrb	1	0	0	-0.025599010382856724	0.9567099567099567	0.9751971056318882	0.0	False
Cap	Cap-a	Sdc1	Adgra2	Sdc1–Adgra2	1	0	0	-0.02574974842662936	0.8982683982683982	0.9335688820982938	0.0	False
Fibroblast	Cap	Ctf1	Il6st	Ctf1–Il6st	2	1	0	-0.0258062958484766	0.06277056277056277	0.14716822170238317	0.0	False
Cap	Cap-a	Lefty1	Tgfb2	Lefty1–Tgfb2	1	0	0	-0.02659788231419946	0.9783549783549783	0.979903008384021	0.0	False
Mural	Cap	Lamb1	Sv2a	Lamb1–Sv2a	1	0	0	-0.026752982533105207	0.9696969696969697	0.9805653043511076	0.0	False
Cap	Cap-a	Col6a1	Itga6	Col6a1–Itga6	1	0	0	-0.02685303355958979	0.8679653679653679	0.9172321835093121	0.0	False
Epithelial	Cap	Inha	Acvr1	Inha–Acvr1	2	1	0	-0.0269408625342189	0.7251082251082251	0.8957178702401631	0.0	False
Lymphoid	Cap-a	Sema3c	Plxnd1	Sema3c–Plxnd1	1	0	0	-0.027002991699176082	0.8246753246753247	0.9353807670928294	0.0	False
Myeloid	Cap-a	Ccl24	Ccr2	Ccl24–Ccr2	1	0	0	-0.02707827773281757	0.9805194805194806	0.9886363636363636	0.0	False
Lymphoid	Cap	Jag1	Notch2	Jag1–Notch2	2	0	0	-0.027144652898673127	0.9783549783549783	0.9993427914219992	0.0	False
Mural	Cap	Emilin1	Tgfb1	Emilin1–Tgfb1	2	1	0	-0.027150573887756657	0.1277056277056277	0.204934722721284	0.0	False
Lymphoid	Cap	Fabp5	Rxra	Fabp5–Rxra	2	1	0	-0.02725136544746176	0.5324675324675324	0.744012195479464	0.0	False
Mural	Cap	Vegfd	Itga2	Vegfd–Itga2	2	1	0	-0.02730569181342135	0.17532467532467533	0.44238301381158524	0.0	False
